# Spherical harmonics problem 2021/03/23 19:57:18
order 3
N 64
# theta phi I
2.300054e+00 6.227565e+00 3.804111e-01 
1.716137e+00 2.163949e+00 4.010836e-01 
2.545272e+00 1.080017e+00 3.778893e-01 
1.494964e+00 1.850580e+00 3.885536e-01 
2.532138e+00 5.079247e+00 4.392183e-01 
1.050556e+00 5.547449e+00 3.822128e-01 
1.517729e+00 5.486249e+00 3.806145e-01 
1.554033e+00 2.582982e+00 4.172118e-01 
2.394390e+00 2.469016e+00 4.002764e-01 
7.997918e-01 3.162663e+00 3.853917e-01 
1.464634e+00 3.158462e+00 4.290602e-01 
1.505185e+00 3.187665e+00 4.299105e-01 
2.428859e+00 2.652532e+00 4.031257e-01 
2.096616e+00 6.056448e+00 3.701399e-01 
2.527333e+00 4.000398e+00 4.127418e-01 
6.289988e-01 1.586081e+00 3.561879e-01 
2.365440e+00 4.974098e+00 4.424517e-01 
1.638622e+00 1.372946e+00 4.113103e-01 
1.869410e+00 3.555686e+00 4.120696e-01 
2.387348e+00 4.259790e+00 4.195207e-01 
2.589304e+00 7.366687e-01 3.809856e-01 
9.169772e-01 3.362011e+00 4.031003e-01 
2.436121e+00 2.357571e+00 3.954174e-01 
1.754766e+00 8.037593e-01 4.086750e-01 
2.499443e+00 1.321119e+00 3.773260e-01 
8.329108e-01 1.545684e+00 3.677701e-01 
1.968957e+00 4.324769e-01 3.756083e-01 
1.233377e+00 1.732408e+00 3.796651e-01 
1.766257e+00 2.154397e+00 4.018788e-01 
9.970049e-01 2.026484e+00 3.526041e-01 
2.293310e+00 2.037311e+00 3.899807e-01 
7.110866e-01 5.833579e+00 3.869532e-01 
2.691222e+00 1.758064e+00 3.815614e-01 
9.724697e-01 3.419628e+00 4.085176e-01 
2.950904e+00 3.945705e+00 4.103743e-01 
1.827104e-01 6.520976e-01 3.747279e-01 
1.777092e+00 1.304004e+00 4.089948e-01 
1.819633e+00 1.593750e+00 3.983206e-01 
6.699307e-01 4.183822e+00 4.230466e-01 
9.264633e-01 1.420810e+00 3.831271e-01 
2.554031e+00 4.139606e+00 4.172515e-01 
1.256165e+00 7.292916e-01 4.211921e-01 
9.680330e-01 4.351222e+00 4.356761e-01 
2.446239e+00 3.005174e+00 4.061995e-01 
2.354403e+00 3.336016e+00 4.074067e-01 
1.960551e+00 4.316995e+00 4.162581e-01 
1.611026e+00 4.451028e+00 4.258053e-01 
1.390880e+00 2.398451e+00 3.939367e-01 
1.524237e+00 3.550543e+00 4.195728e-01 
2.546761e+00 8.159569e-01 3.793984e-01 
5.857165e-01 1.304013e+00 3.692376e-01 
1.597331e+00 4.006369e-01 3.831782e-01 
9.723909e-01 6.082542e+00 3.676984e-01 
7.968479e-01 6.966032e-01 4.027961e-01 
6.992574e-01 3.078796e+00 3.743782e-01 
1.692514e+00 1.205328e+00 4.158711e-01 
2.120365e+00 5.915747e+00 3.798807e-01 
2.919019e+00 5.942812e+00 4.103329e-01 
2.097810e+00 4.176048e+00 4.106769e-01 
5.884499e-01 2.208066e+00 3.389712e-01 
2.107772e+00 4.410823e+00 4.227073e-01 
1.680685e+00 2.445442e+00 4.150525e-01 
9.606989e-01 4.024191e+00 4.270160e-01 
7.683900e-01 3.951476e+00 4.199834e-01 
# Exact (~1e-8) pressure tensor
3.302418e-01 2.221442e-03 -9.433139e-04 
2.221442e-03 3.301878e-01 3.652413e-03 
-9.433139e-04 3.652413e-03 3.395704e-01 
