# Spherical harmonics problem 2021/03/23 19:56:49
order 0
N 16
# theta phi I
2.452293e+00 3.423011e+00 3.989423e-01 
2.703458e+00 7.520707e-01 3.989423e-01 
1.307057e+00 3.594191e+00 3.989423e-01 
2.540015e+00 9.669171e-01 3.989423e-01 
2.253514e+00 1.667984e-01 3.989423e-01 
2.830120e+00 4.634944e+00 3.989423e-01 
9.194757e-01 2.849151e+00 3.989423e-01 
1.806806e+00 4.393755e+00 3.989423e-01 
1.616258e+00 5.040030e+00 3.989423e-01 
2.372242e+00 1.306625e+00 3.989423e-01 
1.851644e+00 4.320896e+00 3.989423e-01 
2.998528e-01 2.451183e+00 3.989423e-01 
1.776835e+00 4.170633e+00 3.989423e-01 
1.359870e+00 9.378670e-01 3.989423e-01 
1.328494e+00 4.931377e+00 3.989423e-01 
1.123993e+00 1.651289e-01 3.989423e-01 
# Exact (~1e-8) pressure tensor
3.333333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 3.333333e-01 
