# Spherical harmonics problem 2021/03/23 19:57:01
order 2
N 8
# theta phi I
2.257507e+00 3.097626e+00 4.331054e-01 
1.812229e+00 3.687313e-01 4.664875e-01 
1.613281e+00 1.256847e+00 4.251527e-01 
1.059537e+00 5.329159e+00 3.154087e-01 
1.459579e+00 2.499177e+00 4.123147e-01 
5.239912e-02 1.111185e+00 3.601211e-01 
2.256015e+00 5.483454e+00 3.278324e-01 
9.917625e-01 7.129931e-01 3.622336e-01 
# Exact (~1e-8) pressure tensor
3.297121e-01 -1.220866e-02 -1.706370e-02 
-1.220866e-02 3.483206e-01 1.828771e-02 
-1.706370e-02 1.828771e-02 3.219673e-01 
