# Spherical harmonics problem 2021/03/23 19:56:59
order 1
N 256
# theta phi I
2.744851e+00 4.418376e+00 2.831798e-01 
1.231819e+00 1.124912e+00 4.538643e-01 
2.149912e+00 7.991887e-01 3.275893e-01 
1.514042e+00 5.494634e+00 3.108022e-01 
2.273001e+00 4.559243e+00 2.923320e-01 
2.634686e+00 3.598284e+00 3.222532e-01 
1.379104e+00 3.883459e+00 4.374947e-01 
1.831516e+00 4.757765e+00 3.113566e-01 
8.004421e-01 8.929769e-01 4.744620e-01 
1.349061e+00 1.124650e+00 4.418652e-01 
1.528824e+00 1.874127e+00 4.812042e-01 
1.731111e+00 1.501467e+00 4.324176e-01 
1.799900e+00 4.700736e+00 3.185108e-01 
1.659892e+00 6.102620e+00 3.037958e-01 
1.610944e+00 4.166741e+00 3.850688e-01 
7.629250e-01 5.150923e+00 4.213701e-01 
1.390901e+00 1.167804e+00 4.414023e-01 
2.419455e+00 3.530372e+00 3.474574e-01 
1.661771e+00 9.479249e-01 3.908044e-01 
2.410944e+00 3.865504e+00 3.285570e-01 
9.585902e-01 3.526322e+00 5.035473e-01 
1.703278e+00 2.227974e+00 4.755457e-01 
7.079659e-01 5.959169e+00 4.248248e-01 
1.109222e+00 2.437758e+00 5.341899e-01 
2.049519e+00 3.866731e+00 3.644516e-01 
9.373234e-01 4.335996e+00 4.447215e-01 
6.725007e-01 4.295299e+00 4.729734e-01 
6.215626e-01 1.392355e+00 5.148106e-01 
1.622486e+00 1.635057e+00 4.552960e-01 
1.175691e+00 1.406019e+00 4.826643e-01 
1.619230e+00 3.296493e+00 4.601503e-01 
1.229448e+00 6.153405e+00 3.579027e-01 
6.654874e-01 1.655746e+00 5.261957e-01 
1.929667e+00 2.133793e-01 3.010942e-01 
1.930321e+00 4.724402e+00 3.050131e-01 
1.467109e+00 3.575262e+00 4.555329e-01 
6.562615e-01 3.231818e+00 5.308106e-01 
9.324512e-01 1.641543e+00 5.158821e-01 
1.421108e+00 4.978658e-01 3.762877e-01 
1.409170e+00 3.049142e+00 4.973139e-01 
2.700912e-01 7.146154e-02 4.874042e-01 
1.346718e+00 2.536477e+00 5.169469e-01 
9.840900e-01 2.547968e+00 5.403577e-01 
2.259715e+00 1.881078e+00 3.881197e-01 
2.304406e+00 4.038944e-01 2.886355e-01 
2.157948e+00 2.794252e-01 2.890102e-01 
1.196557e+00 2.083596e+00 5.212949e-01 
9.089392e-01 4.654114e-01 4.340550e-01 
2.232904e+00 7.615210e-01 3.178216e-01 
1.022011e+00 1.062192e+00 4.682651e-01 
8.820695e-01 4.364833e+00 4.484086e-01 
1.073357e+00 5.366783e+00 3.713354e-01 
2.264559e+00 1.959824e+00 3.906196e-01 
1.198684e+00 4.810008e+00 3.794026e-01 
2.083809e+00 3.232803e+00 4.058781e-01 
1.006224e+00 3.820320e-03 3.943274e-01 
9.155535e-01 8.540178e-01 4.615410e-01 
1.624439e+00 4.557931e+00 3.480430e-01 
1.801498e+00 2.490546e+00 4.664778e-01 
9.506372e-01 3.001898e+00 5.320323e-01 
1.526522e+00 1.649887e+00 4.671092e-01 
2.918672e+00 8.550278e-01 2.884208e-01 
1.073198e+00 5.271645e+00 3.738713e-01 
1.449492e+00 1.023187e+00 4.216080e-01 
1.100772e+00 2.120569e+00 5.288372e-01 
2.275991e+00 1.664366e+00 3.754672e-01 
1.423629e+00 4.316411e+00 3.921058e-01 
1.475676e+00 4.011736e+00 4.149437e-01 
1.043048e+00 8.335394e-01 4.475400e-01 
4.566794e-01 5.712543e+00 4.572042e-01 
1.174486e+00 5.726682e+00 3.542089e-01 
2.257697e+00 4.455717e+00 3.001302e-01 
2.123337e+00 4.814215e+00 2.850398e-01 
5.728859e-01 4.580458e+00 4.674677e-01 
1.885484e+00 3.186087e+00 4.345629e-01 
2.050607e+00 4.305010e-01 3.069565e-01 
1.000526e+00 3.331001e+00 5.134030e-01 
1.939190e+00 3.635678e+00 3.960973e-01 
2.702562e+00 6.790032e-01 2.878023e-01 
1.717949e+00 9.608890e-01 3.857830e-01 
2.031920e+00 6.204515e+00 2.768945e-01 
1.512199e+00 3.327629e+00 4.699093e-01 
2.628711e+00 6.216177e-01 2.874544e-01 
3.801579e-01 1.611820e+00 5.251870e-01 
1.340436e+00 1.539936e+00 4.780419e-01 
6.770672e-01 2.503355e+00 5.459708e-01 
8.605608e-01 5.192188e+00 4.064346e-01 
1.227174e+00 4.622846e+00 3.891908e-01 
9.166002e-01 1.017087e+00 4.738042e-01 
1.546794e+00 5.662537e+00 3.060491e-01 
2.636579e+00 2.377472e+00 3.470570e-01 
3.052624e-01 1.206497e+00 5.134828e-01 
