# Spherical harmonics problem 2021/03/23 19:57:06
order 2
N 128
# theta phi I
1.611147e+00 4.585891e+00 2.908931e-01 
1.686689e+00 5.415379e+00 4.355330e-01 
7.742143e-01 1.076908e+00 4.589333e-01 
1.978395e+00 3.516982e+00 3.884524e-01 
8.411303e-01 2.001669e+00 2.955810e-01 
1.911268e+00 2.695740e+00 4.793129e-01 
1.006357e+00 5.960347e+00 5.179591e-01 
3.475304e-01 4.288608e+00 1.584176e-01 
2.442587e+00 2.553349e-01 4.642664e-01 
1.132358e+00 5.489183e+00 4.463247e-01 
1.287367e+00 6.080847e+00 5.343465e-01 
1.574784e+00 5.301917e+00 4.191341e-01 
2.135083e+00 3.228358e+00 4.809206e-01 
1.959301e+00 7.956442e-01 5.086261e-01 
1.998059e+00 3.587468e+00 3.890481e-01 
1.636279e+00 6.248039e+00 5.094134e-01 
1.824862e+00 3.574686e+00 3.189843e-01 
1.309754e+00 4.290069e+00 1.698736e-01 
2.779926e+00 6.021640e-01 5.111360e-01 
9.003508e-01 3.581369e+00 3.385023e-02 
5.548646e-01 5.793258e-01 4.531457e-01 
2.624080e+00 5.356377e+00 4.663876e-01 
1.842115e+00 6.173870e+00 4.794529e-01 
1.789111e+00 2.542405e+00 4.608990e-01 
8.611204e-01 8.510102e-01 5.023566e-01 
7.673138e-01 9.433345e-01 4.745856e-01 
1.414329e+00 4.599641e+00 2.551931e-01 
1.400476e+00 5.932305e-01 5.445546e-01 
2.569866e+00 1.397422e-01 4.676934e-01 
2.713686e+00 1.025747e+00 5.330766e-01 
2.448331e+00 4.500855e+00 4.664094e-01 
1.131402e+00 3.119027e+00 1.089820e-01 
1.377259e+00 2.588215e+00 3.005668e-01 
1.595289e+00 4.781787e+00 3.234691e-01 
1.655139e+00 5.533816e+00 4.516084e-01 
1.017755e+00 3.870385e+00 5.740094e-02 
1.051012e+00 6.509925e-01 5.418444e-01 
2.405248e+00 2.928050e+00 5.767229e-01 
1.939038e+00 3.136273e+00 4.223093e-01 
1.271800e+00 5.175021e+00 3.806665e-01 
1.246614e+00 4.301187e+00 1.591275e-01 
1.256206e+00 2.658058e+00 2.420588e-01 
6.924972e-01 4.106625e+00 8.324431e-02 
9.893584e-01 2.379492e+00 2.348159e-01 
1.464405e+00 7.370001e-01 5.388014e-01 
6.829424e-01 2.945548e+00 8.296643e-02 
1.586366e+00 5.583481e-01 5.297908e-01 
1.220603e+00 2.216960e+00 3.352684e-01 
1.944482e+00 2.034793e+00 5.540674e-01 
1.433299e+00 2.614889e+00 3.151855e-01 
2.743897e+00 3.868320e+00 5.445482e-01 
7.129601e-01 6.056849e+00 4.834723e-01 
1.729355e+00 1.980898e+00 5.138080e-01 
2.228917e+00 4.945451e+00 4.256819e-01 
1.803319e+00 2.197528e-01 4.959409e-01 
1.448596e+00 1.388144e+00 5.130459e-01 
7.867085e-01 3.109048e+00 6.052446e-02 
1.556542e+00 5.991506e-01 5.328803e-01 
4.824163e-01 7.686872e-01 4.180110e-01 
1.185457e+00 3.312138e+00 9.704086e-02 
1.488066e+00 5.983924e+00 5.114752e-01 
2.768501e+00 2.910493e+00 5.910953e-01 
1.428225e+00 2.529642e+00 3.321809e-01 
1.826107e-01 4.679887e+00 2.212709e-01 
5.875913e-01 5.634505e+00 3.980723e-01 
2.025658e+00 4.777743e+00 3.909982e-01 
2.216513e+00 4.121392e+00 4.285489e-01 
7.212792e-01 3.077864e+00 6.445562e-02 
1.797689e+00 5.433196e+00 4.349496e-01 
1.692288e+00 3.247621e+00 3.006763e-01 
8.870219e-01 2.369647e-01 5.385458e-01 
2.030821e+00 2.538478e+00 5.353465e-01 
1.893906e+00 3.246112e+00 3.879139e-01 
4.995173e-01 1.212848e+00 3.758335e-01 
1.374333e+00 5.068391e+00 3.618196e-01 
1.210588e+00 1.363153e+00 4.879221e-01 
