# Spherical harmonics problem 2021/03/23 19:56:53
order 0
N 256
# theta phi I
2.343272e+00 5.899018e+00 3.989423e-01 
2.036152e+00 4.676902e+00 3.989423e-01 
1.128504e+00 2.970659e+00 3.989423e-01 
2.544796e+00 3.947051e+00 3.989423e-01 
1.861662e+00 7.049878e-02 3.989423e-01 
2.737708e+00 2.227759e+00 3.989423e-01 
6.991804e-01 1.141014e+00 3.989423e-01 
2.533310e+00 1.976671e+00 3.989423e-01 
2.135394e+00 5.067166e+00 3.989423e-01 
2.927482e-01 6.150594e+00 3.989423e-01 
1.027602e+00 5.659483e+00 3.989423e-01 
8.235265e-01 2.671875e+00 3.989423e-01 
1.441980e+00 3.920844e+00 3.989423e-01 
1.890528e+00 3.379178e+00 3.989423e-01 
1.388480e+00 4.086025e+00 3.989423e-01 
1.018540e+00 1.366941e+00 3.989423e-01 
1.410246e+00 3.027247e+00 3.989423e-01 
2.492827e+00 1.187315e+00 3.989423e-01 
2.184979e+00 2.652655e+00 3.989423e-01 
5.934968e-01 1.671088e-01 3.989423e-01 
2.812042e+00 5.532890e+00 3.989423e-01 
1.207298e+00 8.556292e-01 3.989423e-01 
2.917951e+00 2.293857e+00 3.989423e-01 
2.263449e+00 4.942699e-01 3.989423e-01 
1.550840e+00 3.742769e+00 3.989423e-01 
1.889211e+00 5.626805e+00 3.989423e-01 
2.161121e+00 5.587108e+00 3.989423e-01 
2.035378e+00 1.031195e+00 3.989423e-01 
1.443595e+00 2.711975e+00 3.989423e-01 
1.358935e+00 5.866326e+00 3.989423e-01 
1.876860e+00 4.830973e+00 3.989423e-01 
1.743652e+00 3.831665e+00 3.989423e-01 
1.967782e+00 3.725090e+00 3.989423e-01 
1.662079e+00 3.970134e-02 3.989423e-01 
1.923616e+00 7.715054e-01 3.989423e-01 
2.284618e+00 4.385621e+00 3.989423e-01 
1.776175e+00 4.566345e+00 3.989423e-01 
1.716427e+00 3.243562e+00 3.989423e-01 
1.750498e+00 2.495595e+00 3.989423e-01 
1.576951e+00 2.261262e+00 3.989423e-01 
1.581001e+00 6.036642e+00 3.989423e-01 
2.948104e+00 3.520069e-03 3.989423e-01 
2.294447e+00 5.159658e+00 3.989423e-01 
2.502837e+00 3.741069e+00 3.989423e-01 
2.609977e+00 2.658626e+00 3.989423e-01 
1.805768e+00 6.083916e-01 3.989423e-01 
2.621972e+00 7.701005e-01 3.989423e-01 
1.333529e+00 2.181511e+00 3.989423e-01 
1.041677e+00 1.306071e+00 3.989423e-01 
1.851411e+00 5.868536e+00 3.989423e-01 
1.261419e+00 3.137668e+00 3.989423e-01 
1.846690e+00 4.719043e+00 3.989423e-01 
2.475959e+00 1.112411e+00 3.989423e-01 
2.251356e+00 1.728335e+00 3.989423e-01 
2.262994e+00 4.498549e+00 3.989423e-01 
2.478036e+00 3.015923e+00 3.989423e-01 
1.702467e+00 5.066764e+00 3.989423e-01 
7.800043e-01 4.771221e+00 3.989423e-01 
1.176219e+00 2.001474e+00 3.989423e-01 
2.611577e+00 5.570607e+00 3.989423e-01 
1.240701e+00 4.715756e+00 3.989423e-01 
2.612919e+00 4.651688e+00 3.989423e-01 
2.538935e+00 1.129289e+00 3.989423e-01 
1.619162e+00 1.165744e+00 3.989423e-01 
8.056502e-01 1.855270e+00 3.989423e-01 
1.735380e+00 2.827698e+00 3.989423e-01 
2.121515e+00 3.959241e+00 3.989423e-01 
1.850609e+00 2.496214e+00 3.989423e-01 
1.015829e+00 3.384645e+00 3.989423e-01 
1.374854e+00 2.836375e+00 3.989423e-01 
5.659329e-01 5.532366e+00 3.989423e-01 
1.006115e+00 6.161665e+00 3.989423e-01 
8.243553e-01 5.218385e+00 3.989423e-01 
5.040748e-01 3.774779e+00 3.989423e-01 
1.242032e+00 3.613432e+00 3.989423e-01 
2.442976e+00 1.468201e+00 3.989423e-01 
1.462261e+00 9.203157e-01 3.989423e-01 
1.240622e+00 4.021649e+00 3.989423e-01 
1.301709e+00 5.104353e+00 3.989423e-01 
1.672751e+00 4.939503e+00 3.989423e-01 
2.952282e+00 4.382565e+00 3.989423e-01 
1.354013e+00 3.745769e+00 3.989423e-01 
2.003496e+00 2.651190e+00 3.989423e-01 
2.041704e+00 4.229811e+00 3.989423e-01 
1.442013e+00 3.475205e+00 3.989423e-01 
1.115014e+00 5.940733e+00 3.989423e-01 
1.033676e+00 2.129234e+00 3.989423e-01 
2.210675e+00 9.302517e-01 3.989423e-01 
5.893168e-01 6.961880e-01 3.989423e-01 
2.278838e+00 3.700981e+00 3.989423e-01 
1.594888e+00 2.588814e+00 3.989423e-01 
1.710652e+00 4.656978e+00 3.989423e-01 
1.330755e+00 6.245371e+00 3.989423e-01 
2.520736e-01 1.861079e+00 3.989423e-01 
2.111620e+00 5.324216e+00 3.989423e-01 
2.102357e+00 2.556187e+00 3.989423e-01 
1.091065e+00 3.498412e+00 3.989423e-01 
1.563864e+00 5.677789e+00 3.989423e-01 
1.459815e+00 2.629245e+00 3.989423e-01 
1.862916e+00 1.747875e+00 3.989423e-01 
