# Spherical harmonics problem 2021/03/23 19:57:02
order 2
N 8
# theta phi I
1.757102e+00 4.702170e+00 2.105282e-01 
1.813786e+00 2.530216e+00 3.496327e-01 
1.554220e+00 5.259260e+00 1.740557e-01 
1.201292e+00 4.963682e+00 1.992571e-01 
9.810944e-01 2.475446e+00 3.788517e-01 
2.489652e+00 5.378990e+00 2.540053e-01 
2.766660e+00 4.283475e+00 3.493847e-01 
1.784593e+00 3.146602e+00 5.514319e-01 
# Exact (~1e-8) pressure tensor
3.319483e-01 1.622952e-02 1.060432e-02 
1.622952e-02 3.845927e-01 4.479143e-02 
1.060432e-02 4.479143e-02 2.834589e-01 
