# Spherical harmonics problem 2021/03/23 19:57:00
order 1
N 256
# theta phi I
5.406388e-01 7.711014e-01 3.327025e-01 
1.301083e+00 2.900676e+00 5.618866e-01 
2.302321e+00 3.170324e+00 5.422731e-01 
1.217063e+00 2.900027e+00 5.549962e-01 
1.543697e+00 4.172358e+00 4.346629e-01 
1.780090e+00 5.540875e+00 2.453608e-01 
1.061888e+00 5.895009e+00 2.295826e-01 
5.924053e-01 5.158148e+00 3.049063e-01 
2.266743e+00 5.176004e+00 3.200463e-01 
1.723672e+00 1.900918e+00 5.116578e-01 
1.741664e+00 4.299124e+00 4.179273e-01 
1.821121e+00 7.670199e-01 3.280455e-01 
1.266912e+00 3.742857e+00 4.910606e-01 
1.711916e+00 3.248233e+00 5.624138e-01 
1.754071e+00 3.552581e+00 5.329401e-01 
2.437501e+00 5.071721e+00 3.476923e-01 
1.638031e+00 1.403614e+00 4.302442e-01 
2.418565e+00 5.076733e+00 3.452507e-01 
2.664203e+00 4.224210e+00 4.375199e-01 
1.124565e+00 4.584868e-01 2.735733e-01 
2.279595e+00 1.263872e+00 4.215230e-01 
9.635674e-01 5.101955e+00 2.856237e-01 
2.339901e+00 2.780857e+00 5.470481e-01 
2.190998e+00 4.847972e+00 3.505228e-01 
1.767019e+00 2.210245e+00 5.488327e-01 
7.806607e-01 2.055633e+00 4.695442e-01 
2.856149e+00 6.111527e+00 3.775518e-01 
2.083951e+00 5.254079e+00 2.943450e-01 
1.672622e+00 1.795929e+00 4.956748e-01 
1.927518e+00 1.151198e+00 3.947719e-01 
3.820014e-01 4.444901e-01 3.245668e-01 
1.143758e+00 5.237185e+00 2.643339e-01 
2.919735e+00 3.318702e+00 4.616143e-01 
1.855491e+00 9.202186e-01 3.538762e-01 
1.631643e+00 1.592583e+00 4.624437e-01 
1.478772e+00 3.933003e+00 4.726922e-01 
1.387541e+00 3.201347e+00 5.551972e-01 
1.672061e+00 4.968203e+00 3.035704e-01 
1.503611e+00 4.282388e+00 4.141281e-01 
8.425039e-01 4.816357e+00 3.232718e-01 
5.777805e-01 4.852424e+00 3.301696e-01 
6.686560e-01 2.039654e+00 4.552778e-01 
1.119502e+00 5.040758e+00 2.878399e-01 
2.713576e+00 5.950229e+00 3.516990e-01 
1.891205e+00 3.437464e+00 5.446662e-01 
8.749940e-01 5.588013e+00 2.525092e-01 
2.651570e+00 4.250462e+00 4.354794e-01 
1.713116e+00 1.096417e+00 3.783162e-01 
7.094412e-01 3.808291e+00 4.393811e-01 
5.587343e-01 2.673721e+00 4.676067e-01 
2.906270e+00 4.058263e-01 3.967127e-01 
1.352835e+00 4.176491e+00 4.275804e-01 
1.793734e+00 9.638436e-02 2.476793e-01 
2.721380e+00 1.163989e+00 4.202967e-01 
1.213114e+00 4.027551e-02 2.335612e-01 
1.341258e+00 2.092669e+00 5.230170e-01 
1.587537e+00 1.709558e+00 4.803031e-01 
2.157447e+00 1.410108e+00 4.405607e-01 
1.597633e+00 1.271452e+00 4.057524e-01 
1.864830e+00 3.096108e+00 5.706739e-01 
7.974166e-01 5.618982e+00 2.581370e-01 
9.471691e-01 2.179163e+00 4.986262e-01 
5.680858e-01 9.768975e-01 3.496349e-01 
1.975583e+00 4.106611e+00 4.544706e-01 
6.849922e-01 4.752590e+00 3.352447e-01 
1.425729e+00 4.678250e-02 2.312483e-01 
1.992930e+00 1.199862e+00 4.048027e-01 
1.095064e+00 5.820435e+00 2.287378e-01 
1.103627e+00 2.395132e+00 5.312413e-01 
1.218189e+00 5.534689e+00 2.360860e-01 
1.256354e+00 8.863416e-01 3.316987e-01 
1.983269e+00 5.186977e+00 2.928647e-01 
1.594100e+00 1.468714e+00 4.403681e-01 
2.738543e+00 4.826391e+00 3.956559e-01 
9.012717e-01 4.683032e+00 3.390616e-01 
8.295892e-01 3.484201e+00 4.815843e-01 
1.052122e+00 5.696999e+00 2.348698e-01 
9.164047e-01 3.005875e+00 5.195501e-01 
1.402377e+00 5.679186e+00 2.250540e-01 
1.897443e+00 5.896088e+00 2.400778e-01 
2.458225e+00 5.079300e+00 3.492363e-01 
1.512454e+00 2.878966e+00 5.743875e-01 
1.183837e+00 2.200675e+00 5.231592e-01 
2.745229e+00 1.443492e+00 4.399515e-01 
1.425642e+00 4.064870e+00 4.491292e-01 
2.270100e+00 5.808164e+00 2.829834e-01 
