# Spherical harmonics problem 2021/03/23 19:52:25
order 1
N 8
# theta phi I
8.446334e-01 4.402631e+00 3.358424e-01 
2.282842e+00 5.846246e+00 3.661374e-01 
8.857674e-01 3.275333e+00 4.299129e-01 
2.221421e+00 2.627004e+00 5.644140e-01 
1.588191e+00 1.365930e+00 4.079506e-01 
1.838669e+00 4.545585e+00 4.142586e-01 
1.960836e+00 2.248544e+00 5.379237e-01 
2.543908e+00 6.147572e+00 4.089596e-01 
# Exact (~1e-8) pressure tensor
3.333333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 3.333333e-01 
