# Spherical harmonics problem 2021/03/23 19:57:01
order 1
N 512
# theta phi I
2.273685e+00 2.378850e-01 4.155362e-01 
1.407427e+00 4.985769e-01 3.784865e-01 
1.479936e+00 3.961698e+00 4.186520e-01 
1.010365e+00 5.068857e+00 4.053875e-01 
1.728560e+00 4.338608e+00 4.331418e-01 
1.103009e+00 5.567697e+00 4.016164e-01 
1.418995e+00 2.134709e+00 3.676695e-01 
5.683563e-01 5.944689e+00 3.754022e-01 
1.269999e+00 1.464196e+00 3.590245e-01 
6.365146e-01 2.249618e+00 3.567840e-01 
2.950596e+00 2.944724e+00 4.316684e-01 
1.151942e+00 5.670813e+00 4.012448e-01 
4.815133e-01 4.244182e+00 3.813135e-01 
1.279720e+00 3.280087e-01 3.792947e-01 
1.630758e+00 4.450167e+00 4.311752e-01 
1.066006e+00 7.957890e-02 3.799878e-01 
3.527981e-01 3.221406e+00 3.674732e-01 
2.465088e+00 2.381488e+00 4.124055e-01 
2.219937e+00 4.982391e+00 4.437692e-01 
1.162583e+00 4.033669e+00 4.076465e-01 
1.755556e+00 1.923890e+00 3.764851e-01 
1.063286e+00 2.779992e+00 3.726051e-01 
1.207862e-01 2.162814e+00 3.615823e-01 
2.689291e+00 3.927651e+00 4.396682e-01 
1.342956e+00 1.943343e+00 3.628279e-01 
1.332140e+00 4.871346e+00 4.207617e-01 
2.557278e+00 1.559410e+00 4.104694e-01 
1.892668e+00 4.424974e+00 4.383220e-01 
1.812830e+00 3.622036e+00 4.213323e-01 
1.451324e+00 2.991250e+00 3.902924e-01 
5.339006e-01 7.648850e-01 3.581929e-01 
1.740831e+00 4.952410e+00 4.346786e-01 
1.667129e+00 2.513056e+00 3.840559e-01 
2.865270e+00 4.145598e+00 4.393381e-01 
2.172998e+00 7.106777e-01 4.016063e-01 
2.691965e+00 2.866751e+00 4.263668e-01 
1.678840e+00 4.674027e+00 4.337207e-01 
2.370580e+00 4.798203e+00 4.453779e-01 
1.767056e+00 5.315893e+00 4.308498e-01 
5.767984e-01 1.738359e+00 3.532313e-01 
1.137327e+00 1.885079e-01 3.790384e-01 
1.408385e+00 5.965922e+00 4.028835e-01 
1.678942e+00 5.725402e+00 4.190201e-01 
2.465382e+00 8.664730e-01 4.108914e-01 
1.042909e+00 3.598914e+00 3.935782e-01 
2.300339e+00 2.893290e+00 4.162869e-01 
2.329299e+00 2.721017e+00 4.134780e-01 
5.405450e-01 2.031711e+00 3.549847e-01 
1.647514e+00 4.451518e+00 4.317280e-01 
2.375277e+00 8.602836e-02 4.218536e-01 
1.780003e+00 2.048438e+00 3.790005e-01 
1.110773e+00 6.171037e+00 3.866633e-01 
1.050095e+00 4.853391e+00 4.086164e-01 
9.572261e-01 6.149030e-01 3.642628e-01 
1.418949e+00 3.038398e+00 3.906517e-01 
1.220573e+00 5.687512e+00 4.034944e-01 
3.760416e-01 3.224983e+00 3.678564e-01 
2.266014e+00 2.249008e+00 4.023986e-01 
8.038462e-01 5.787516e-01 3.626271e-01 
2.815873e+00 2.275883e+00 4.240274e-01 
6.689485e-01 7.300963e-01 3.589021e-01 
2.120535e+00 2.152215e-01 4.111781e-01 
2.445637e+00 3.077712e+00 4.242061e-01 
8.381966e-01 7.856105e-01 3.593778e-01 
6.068356e-01 3.438539e+00 3.758847e-01 
9.405206e-01 6.469064e-01 3.633200e-01 
7.720399e-01 5.034478e+00 3.948888e-01 
2.231695e+00 5.268543e+00 4.410270e-01 
3.835605e-01 5.897164e+00 3.713210e-01 
1.116208e+00 2.448947e+00 3.659396e-01 
6.659748e-01 5.657996e+00 3.830666e-01 
1.677022e+00 3.235143e+00 4.056140e-01 
3.492826e-01 1.976395e+00 3.567170e-01 
1.826300e+00 1.869761e+00 3.787885e-01 
1.318605e+00 3.056324e+00 3.878654e-01 
1.100636e+00 3.336834e+00 3.888202e-01 
1.209110e+00 1.643707e+00 3.575848e-01 
2.353226e+00 4.676720e+00 4.454184e-01 
1.001205e+00 1.237399e+00 3.554347e-01 
8.803085e-01 2.278224e+00 3.587129e-01 
1.333607e+00 5.349851e+00 4.151898e-01 
2.889553e+00 1.273818e+00 4.248833e-01 
1.541988e+00 1.002097e+00 3.715598e-01 
9.319655e-01 2.415284e+00 3.617766e-01 
1.734628e+00 8.636697e-01 3.810499e-01 
2.065707e+00 3.010962e+00 4.118394e-01 
8.922691e-01 2.775055e+00 3.686526e-01 
8.749972e-01 4.039755e-01 3.673219e-01 
2.581217e+00 5.573815e+00 4.389369e-01 
