# Spherical harmonics problem 2021/03/23 19:57:13
order 3
N 16
# theta phi I
2.476601e+00 4.589092e+00 4.240004e-01 
1.338139e+00 2.392507e+00 3.059026e-01 
4.054513e-01 2.735792e+00 1.921334e-01 
1.281206e+00 5.697200e+00 3.752542e-01 
2.040030e+00 4.793208e+00 3.769205e-01 
1.866060e-01 4.724235e+00 3.831537e-01 
1.757846e+00 1.806350e-01 2.621514e-01 
1.091932e+00 4.562083e+00 4.450620e-01 
1.175345e+00 3.102430e+00 2.907283e-01 
7.968752e-01 4.796604e+00 4.936607e-01 
5.082632e-01 2.043971e+00 2.386556e-01 
1.217201e+00 4.199852e+00 4.059636e-01 
2.652416e+00 6.027956e+00 4.637386e-01 
1.496153e+00 2.660151e+00 3.484194e-01 
2.167383e+00 4.400357e+00 3.567782e-01 
1.818167e+00 5.599871e+00 4.257992e-01 
# Exact (~1e-8) pressure tensor
3.263825e-01 2.096998e-02 -1.853141e-03 
2.096998e-02 3.159185e-01 4.439133e-03 
-1.853141e-03 4.439133e-03 3.576990e-01 
