# Spherical harmonics problem 2021/03/23 19:57:28
order 3
N 512
# theta phi I
2.618974e+00 1.746509e+00 4.014146e-01 
2.645380e+00 3.541477e+00 3.848918e-01 
2.443730e+00 4.065972e+00 3.852295e-01 
3.348938e-01 8.614124e-01 3.896864e-01 
1.234128e+00 5.050596e+00 4.159308e-01 
1.366385e-01 4.055108e+00 4.705269e-01 
4.040847e-01 4.478738e+00 4.745461e-01 
2.125431e-01 5.166316e+00 4.562056e-01 
2.156372e+00 4.300849e+00 3.930796e-01 
1.806654e+00 3.069545e-01 3.974929e-01 
9.563552e-02 9.871538e-01 4.354225e-01 
1.692199e+00 8.746181e-01 4.081561e-01 
2.800673e+00 3.156748e+00 3.810147e-01 
7.254584e-01 3.959280e+00 4.577043e-01 
2.639432e+00 2.316126e+00 4.141963e-01 
1.790187e+00 5.176123e+00 4.148497e-01 
2.228369e+00 2.907760e+00 4.265093e-01 
1.146734e+00 3.190194e+00 4.140554e-01 
1.979109e+00 1.494506e+00 4.438793e-01 
1.008440e+00 4.443635e+00 4.167706e-01 
1.603381e+00 2.771825e+00 4.278312e-01 
1.928390e+00 7.070370e-01 4.026509e-01 
1.648081e+00 2.185376e+00 4.532461e-01 
1.179939e+00 5.353153e-01 3.770752e-01 
2.097683e+00 7.518526e-01 3.909704e-01 
2.288376e+00 3.266636e+00 3.967302e-01 
1.800528e+00 5.588505e+00 3.966373e-01 
2.372740e+00 4.230347e+00 3.892239e-01 
2.282640e+00 2.269680e+00 4.630622e-01 
2.252060e+00 5.680508e+00 3.489355e-01 
1.126245e+00 1.305011e+00 3.382774e-01 
9.121777e-01 2.732378e+00 4.451819e-01 
1.688348e+00 3.275872e+00 3.671169e-01 
1.244040e-01 2.328632e+00 4.506871e-01 
1.553503e+00 5.636720e+00 4.057997e-01 
1.945108e+00 4.063982e+00 3.681315e-01 
1.889923e+00 2.011598e-01 3.863698e-01 
1.885581e+00 4.627743e+00 4.093881e-01 
1.718064e+00 2.171147e+00 4.596535e-01 
1.945525e+00 1.434945e+00 4.391407e-01 
1.693100e+00 2.473204e+00 4.541596e-01 
1.344538e+00 3.600784e+00 3.610343e-01 
1.074693e+00 1.897806e+00 3.724174e-01 
2.120389e-01 9.468289e-01 4.131808e-01 
2.225608e+00 2.149713e+00 4.682640e-01 
2.170697e+00 3.103623e+00 4.062158e-01 
2.538942e+00 4.814556e+00 3.713726e-01 
2.317388e+00 1.778901e+00 4.472641e-01 
1.876149e+00 5.925560e+00 3.801419e-01 
2.789296e+00 2.258802e+00 3.877340e-01 
1.213678e+00 5.955093e+00 4.044935e-01 
1.863431e+00 5.173247e+00 4.127298e-01 
