# Spherical harmonics problem 2021/03/23 19:57:06
order 2
N 128
# theta phi I
8.683821e-01 6.214980e+00 5.030646e-01 
9.303019e-01 5.091233e+00 3.130380e-01 
8.341238e-01 4.522577e+00 1.335483e-01 
1.859449e-01 3.250727e+00 1.814766e-01 
1.684189e+00 4.876817e+00 4.675032e-01 
1.720992e+00 4.216972e-02 4.843790e-01 
2.106235e+00 3.592175e+00 4.167141e-01 
1.997942e+00 9.536992e-01 3.846985e-01 
2.022559e+00 5.257627e+00 5.471067e-01 
1.563768e+00 5.814384e+00 5.449206e-01 
1.278830e+00 1.008875e+00 5.413478e-01 
2.602093e+00 4.467917e-01 3.398796e-01 
1.225966e+00 6.145925e+00 5.381310e-01 
2.705380e+00 5.267996e+00 4.668400e-01 
1.642132e+00 4.273176e+00 3.161544e-01 
2.449544e+00 2.100388e-01 3.580269e-01 
1.053856e+00 2.830796e-01 5.399842e-01 
8.346626e-01 4.879356e+00 2.294346e-01 
1.624221e+00 7.565594e-01 4.652580e-01 
1.545819e+00 4.041346e+00 2.390148e-01 
2.697597e+00 1.733431e-01 3.635171e-01 
8.760583e-01 1.814947e+00 4.844878e-01 
4.427372e-01 5.724627e+00 3.302219e-01 
2.021673e+00 3.294872e+00 4.071135e-01 
2.525755e+00 1.373686e+00 3.541093e-01 
2.077091e+00 3.886215e+00 4.173385e-01 
1.909763e+00 2.569576e+00 4.726846e-01 
5.818666e-01 3.480216e+00 7.127228e-02 
2.228306e+00 2.644678e+00 4.698920e-01 
4.848247e-01 5.640851e+00 3.278086e-01 
2.016135e+00 8.811449e-01 3.772101e-01 
1.916305e+00 3.674552e-01 4.100482e-01 
1.495236e+00 4.544379e+00 3.268028e-01 
1.534546e+00 1.749247e+00 5.372375e-01 
9.942074e-01 4.938636e+00 2.854421e-01 
8.755959e-01 1.238488e+00 5.368486e-01 
5.220352e-01 3.932498e-02 4.252931e-01 
5.439953e-01 3.124966e+00 1.272120e-01 
1.486592e+00 3.694950e-01 5.005965e-01 
2.189689e+00 5.866966e+00 4.780449e-01 
2.436308e+00 1.274265e+00 3.496042e-01 
1.728364e+00 1.924079e+00 5.185272e-01 
1.836295e+00 4.900143e+00 5.028990e-01 
4.326294e-01 4.423716e+00 1.202594e-01 
1.579239e+00 1.667664e+00 5.311754e-01 
1.727114e+00 3.574003e+00 2.941852e-01 
1.088446e+00 6.082801e+00 5.260833e-01 
1.517797e+00 2.947355e+00 3.338539e-01 
1.484459e+00 1.071925e+00 5.113111e-01 
9.212540e-01 3.826272e+00 4.324897e-02 
5.966340e-01 1.084447e+00 4.779836e-01 
8.520765e-01 2.337217e+00 3.630963e-01 
2.528552e+00 2.044979e+00 4.159057e-01 
1.859514e+00 4.926125e+00 5.106115e-01 
1.605109e+00 2.532156e+00 4.533642e-01 
2.230403e+00 5.624967e+00 5.054575e-01 
8.147128e-01 5.799023e+00 4.416573e-01 
1.190519e+00 4.180389e+00 1.337554e-01 
1.153771e+00 3.432941e+00 1.161407e-01 
7.743490e-01 5.941276e+00 4.524535e-01 
1.055224e+00 4.830002e+00 2.692261e-01 
1.629785e+00 2.787135e+00 4.000999e-01 
2.571018e+00 3.752583e+00 4.801136e-01 
1.534218e+00 3.571406e+00 2.212034e-01 
1.227606e+00 4.004078e+00 1.186307e-01 
7.796724e-02 1.133295e+00 2.748881e-01 
1.256036e+00 2.228816e+00 4.738066e-01 
1.253588e+00 1.749175e+00 5.444317e-01 
1.857796e+00 4.544299e+00 4.427327e-01 
1.875774e+00 2.318910e+00 4.950812e-01 
1.157939e+00 6.146110e+00 5.348973e-01 
1.663501e+00 2.781526e-01 4.714106e-01 
1.473570e+00 1.968756e+00 5.312243e-01 
7.699644e-01 4.679761e+00 1.643433e-01 
1.893666e+00 2.994272e+00 4.128315e-01 
2.102176e+00 5.225955e+00 5.443183e-01 
1.953540e+00 2.395954e-01 4.159333e-01 
1.089615e+00 2.701693e+00 3.038072e-01 
1.456051e+00 5.874521e+00 5.433259e-01 
1.891214e+00 1.764027e+00 4.879843e-01 
