# Spherical harmonics problem 2021/03/23 19:56:52
order 0
N 128
# theta phi I
1.110768e+00 6.180328e+00 3.989423e-01 
1.774650e+00 5.199887e+00 3.989423e-01 
6.521838e-01 2.380509e+00 3.989423e-01 
2.483935e+00 3.160935e+00 3.989423e-01 
1.337787e+00 3.701504e-01 3.989423e-01 
2.096191e+00 2.929264e+00 3.989423e-01 
1.299403e+00 1.703758e+00 3.989423e-01 
2.001819e+00 3.429459e+00 3.989423e-01 
1.196826e+00 2.915247e+00 3.989423e-01 
1.022663e+00 2.710268e+00 3.989423e-01 
1.724092e+00 5.594663e+00 3.989423e-01 
1.933573e+00 5.300850e+00 3.989423e-01 
1.211874e+00 4.589712e+00 3.989423e-01 
1.075830e+00 3.553905e+00 3.989423e-01 
1.314410e+00 4.424374e+00 3.989423e-01 
2.441698e+00 2.346150e+00 3.989423e-01 
9.041435e-01 3.156847e+00 3.989423e-01 
1.028571e+00 6.758270e-01 3.989423e-01 
1.312847e+00 4.477875e+00 3.989423e-01 
1.804305e+00 5.831861e+00 3.989423e-01 
4.863502e-01 3.373727e+00 3.989423e-01 
5.650312e-01 2.362234e+00 3.989423e-01 
1.411315e+00 4.205886e+00 3.989423e-01 
5.601900e-01 7.654858e-01 3.989423e-01 
2.757494e+00 4.574958e-02 3.989423e-01 
2.441541e+00 4.643976e+00 3.989423e-01 
1.992782e+00 3.397715e+00 3.989423e-01 
1.856687e+00 1.384246e+00 3.989423e-01 
1.189531e+00 4.533336e+00 3.989423e-01 
2.508952e+00 2.307774e+00 3.989423e-01 
5.507534e-01 1.738089e+00 3.989423e-01 
2.773186e+00 3.366710e+00 3.989423e-01 
1.207145e+00 5.238067e+00 3.989423e-01 
9.209091e-01 4.852247e+00 3.989423e-01 
2.628312e+00 3.115711e-01 3.989423e-01 
1.012191e+00 2.054847e+00 3.989423e-01 
3.430793e-01 2.730851e+00 3.989423e-01 
1.063475e+00 5.941709e+00 3.989423e-01 
1.689377e+00 4.036174e+00 3.989423e-01 
1.404840e+00 6.009679e+00 3.989423e-01 
2.360034e-01 5.417133e-01 3.989423e-01 
8.663309e-01 2.038831e+00 3.989423e-01 
1.952990e+00 1.167863e+00 3.989423e-01 
9.359544e-01 5.835006e-01 3.989423e-01 
8.745813e-01 5.431459e+00 3.989423e-01 
1.350100e+00 4.575656e+00 3.989423e-01 
1.068992e+00 4.281276e+00 3.989423e-01 
2.640889e+00 2.963367e+00 3.989423e-01 
9.061674e-01 3.980375e+00 3.989423e-01 
5.508905e-01 1.333300e+00 3.989423e-01 
1.243210e+00 6.105848e+00 3.989423e-01 
2.411468e+00 7.740432e-01 3.989423e-01 
7.633051e-01 1.929059e+00 3.989423e-01 
1.003394e+00 3.766353e+00 3.989423e-01 
1.637758e-01 4.491328e+00 3.989423e-01 
2.912309e+00 1.244284e+00 3.989423e-01 
2.608875e+00 2.864039e+00 3.989423e-01 
2.529514e+00 4.374520e-02 3.989423e-01 
1.337760e+00 4.942506e+00 3.989423e-01 
2.118809e+00 5.454112e+00 3.989423e-01 
1.169100e+00 5.919791e+00 3.989423e-01 
4.600786e-01 2.461725e+00 3.989423e-01 
2.478421e+00 5.382021e+00 3.989423e-01 
1.015417e+00 7.248631e-01 3.989423e-01 
5.602055e-01 2.832745e+00 3.989423e-01 
2.218615e+00 3.731125e-01 3.989423e-01 
7.528636e-01 4.410650e+00 3.989423e-01 
1.987994e+00 5.626777e+00 3.989423e-01 
2.771244e+00 2.255453e+00 3.989423e-01 
2.328811e+00 4.055823e+00 3.989423e-01 
1.466307e+00 2.634033e+00 3.989423e-01 
1.316635e+00 2.107268e+00 3.989423e-01 
1.526729e+00 4.022972e+00 3.989423e-01 
9.675500e-01 6.189161e+00 3.989423e-01 
6.035654e-01 4.903033e-01 3.989423e-01 
1.639923e+00 5.932537e+00 3.989423e-01 
1.405479e+00 5.704052e-01 3.989423e-01 
1.857111e+00 1.141851e+00 3.989423e-01 
1.483548e+00 4.478691e+00 3.989423e-01 
1.857968e+00 5.812024e+00 3.989423e-01 
1.535278e+00 1.908444e+00 3.989423e-01 
2.045022e+00 2.456750e+00 3.989423e-01 
8.026126e-01 1.986839e+00 3.989423e-01 
1.091057e+00 3.663190e+00 3.989423e-01 
2.144292e+00 7.627465e-01 3.989423e-01 
2.518927e+00 2.600251e+00 3.989423e-01 
1.364525e+00 2.398830e+00 3.989423e-01 
1.640070e+00 5.747955e+00 3.989423e-01 
1.307613e+00 3.055833e+00 3.989423e-01 
6.544009e-01 4.538997e+00 3.989423e-01 
5.684316e-01 4.160119e+00 3.989423e-01 
1.880028e+00 1.757874e+00 3.989423e-01 
1.252061e+00 2.186890e+00 3.989423e-01 
1.696560e+00 4.859146e-01 3.989423e-01 
2.059609e+00 2.286649e+00 3.989423e-01 
1.001622e+00 2.426364e+00 3.989423e-01 
1.708995e+00 2.820625e+00 3.989423e-01 
2.518592e+00 1.913214e+00 3.989423e-01 
3.046019e-01 1.561038e+00 3.989423e-01 
1.631614e+00 3.811135e+00 3.989423e-01 
1.998110e+00 2.015782e+00 3.989423e-01 
1.818666e+00 1.729408e+00 3.989423e-01 
1.771502e+00 1.782014e+00 3.989423e-01 
1.243238e+00 4.569265e+00 3.989423e-01 
1.806810e+00 5.416221e+00 3.989423e-01 
1.775659e+00 3.448605e+00 3.989423e-01 
1.717991e+00 5.856814e+00 3.989423e-01 
1.844617e+00 9.653004e-01 3.989423e-01 
2.861853e+00 6.119083e+00 3.989423e-01 
1.067881e+00 9.039199e-01 3.989423e-01 
1.840225e+00 2.574941e+00 3.989423e-01 
1.472882e+00 3.692746e+00 3.989423e-01 
1.652207e+00 4.246632e+00 3.989423e-01 
1.295712e+00 3.484161e+00 3.989423e-01 
1.117705e+00 4.137955e+00 3.989423e-01 
2.035237e+00 4.803768e+00 3.989423e-01 
2.727680e+00 4.107906e+00 3.989423e-01 
1.593445e+00 4.611118e+00 3.989423e-01 
2.014127e+00 4.707035e+00 3.989423e-01 
1.817311e+00 3.235010e+00 3.989423e-01 
9.821821e-01 6.031521e+00 3.989423e-01 
2.185405e+00 4.487514e+00 3.989423e-01 
1.112288e+00 1.651404e+00 3.989423e-01 
5.394949e-01 1.703111e+00 3.989423e-01 
1.123264e+00 1.892757e+00 3.989423e-01 
7.395404e-01 9.872970e-01 3.989423e-01 
2.789617e+00 6.071732e+00 3.989423e-01 
1.925636e+00 5.637145e+00 3.989423e-01 
# Exact (~1e-8) pressure tensor
3.333333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 3.333333e-01 
