# Spherical harmonics problem 2021/03/23 19:57:11
order 3
N 8
# theta phi I
2.655467e+00 2.672992e+00 3.981015e-01 
1.707071e+00 4.985065e-01 3.998049e-01 
1.157531e+00 4.068075e+00 3.978174e-01 
2.144617e+00 2.967352e+00 3.974862e-01 
2.684273e-01 1.224702e+00 4.005542e-01 
2.569110e+00 9.383384e-04 3.977014e-01 
1.686063e+00 4.640798e-01 3.994338e-01 
1.220226e+00 5.001530e+00 3.964715e-01 
# Exact (~1e-8) pressure tensor
3.336343e-01 -3.424055e-04 3.462312e-04 
-3.424055e-04 3.333384e-01 9.021097e-04 
3.462312e-04 9.021097e-04 3.330274e-01 
