# Spherical harmonics problem 2021/03/23 19:57:23
order 3
N 256
# theta phi I
1.696684e+00 6.256920e+00 3.912806e-01 
8.406693e-01 3.397108e+00 4.028373e-01 
2.217546e+00 2.478414e+00 4.155059e-01 
1.365524e+00 4.381442e+00 3.914852e-01 
6.785286e-01 3.403584e+00 4.065866e-01 
7.685024e-01 1.327688e+00 3.875606e-01 
1.645437e+00 4.500525e+00 3.901103e-01 
2.760690e+00 2.273492e+00 4.031623e-01 
1.440837e+00 3.281805e-01 3.906330e-01 
1.511763e+00 6.238737e+00 3.869278e-01 
9.820724e-01 6.013792e+00 3.882754e-01 
1.441024e-01 4.759820e+00 4.165951e-01 
5.112198e-01 1.601384e+00 3.935994e-01 
6.020561e-01 5.940678e+00 4.024278e-01 
1.261814e+00 4.324877e+00 3.934727e-01 
1.617047e+00 5.232735e+00 3.963913e-01 
2.870491e+00 6.273429e+00 4.035916e-01 
2.584676e+00 9.325661e-01 4.020355e-01 
3.931194e-01 5.996416e+00 4.088459e-01 
2.453920e+00 5.400118e+00 4.090567e-01 
1.434326e+00 5.905684e+00 3.848809e-01 
9.546561e-01 2.302225e+00 3.902238e-01 
1.782578e+00 2.823113e+00 4.140569e-01 
2.113071e+00 4.887259e+00 4.024406e-01 
2.460756e+00 2.226909e+00 4.093468e-01 
9.353978e-01 3.451610e+00 4.008370e-01 
2.567319e+00 4.696313e+00 4.019257e-01 
1.317369e+00 2.885023e+00 4.037726e-01 
1.548000e+00 3.329114e+00 3.968881e-01 
2.308246e+00 2.540782e+00 4.137070e-01 
8.676669e-01 2.361956e-01 3.916470e-01 
1.699812e+00 4.425279e+00 3.883681e-01 
2.148839e+00 4.222353e-02 4.028058e-01 
1.403754e+00 2.765516e+00 4.063933e-01 
2.316239e+00 1.501399e+00 4.037368e-01 
1.349657e+00 1.709848e+00 3.885733e-01 
1.738454e+00 5.667112e+00 3.941711e-01 
2.965338e+00 5.989684e+00 4.027812e-01 
2.288076e+00 6.030322e+00 4.062844e-01 
1.303823e+00 9.236788e-01 3.915892e-01 
1.845051e+00 4.816027e+00 3.977375e-01 
2.824590e-01 2.549039e+00 4.065058e-01 
2.576165e+00 3.111259e+00 4.023386e-01 
2.857617e+00 4.575859e+00 4.010392e-01 
1.623389e+00 1.458574e+00 3.945435e-01 
2.831864e-01 2.399468e+00 4.054500e-01 
7.356512e-01 3.110416e+00 4.026168e-01 
1.911795e+00 3.662257e+00 3.876219e-01 
1.999693e+00 1.776983e+00 4.056927e-01 
1.155364e+00 8.182368e-01 3.906372e-01 
7.371537e-01 3.757574e+00 4.079430e-01 
2.516101e-01 4.490938e+00 4.181505e-01 
1.430608e+00 4.165570e+00 3.869891e-01 
1.203593e+00 2.071653e-01 3.874348e-01 
5.868133e-01 6.234192e+00 4.007526e-01 
6.195100e-01 5.526943e+00 4.066124e-01 
2.508162e+00 4.977302e+00 4.056221e-01 
1.973426e+00 3.225388e+00 4.029853e-01 
1.513105e+00 8.139455e-01 3.950668e-01 
4.698777e-01 6.071035e+00 4.059422e-01 
1.846934e+00 6.209644e+00 3.952362e-01 
1.247406e+00 5.293178e+00 3.935804e-01 
2.232398e+00 6.140364e+00 4.048758e-01 
2.565120e+00 3.324102e+00 3.996643e-01 
2.197248e+00 7.858100e-02 4.035320e-01 
1.661702e+00 4.108275e+00 3.831867e-01 
1.390111e+00 3.361622e+00 3.958188e-01 
5.391998e-01 1.176944e+00 3.945754e-01 
5.768953e-01 2.504987e+00 3.974009e-01 
8.429719e-01 5.947734e+00 3.931780e-01 
1.307086e+00 6.210268e+00 3.844737e-01 
1.892204e+00 1.380953e+00 3.997888e-01 
1.205391e+00 1.466785e+00 3.855537e-01 
2.080777e+00 4.865595e+00 4.016609e-01 
1.337738e+00 2.774773e+00 4.046106e-01 
2.359064e+00 1.225023e-01 4.050925e-01 
1.677006e+00 5.818292e+00 3.907897e-01 
1.289115e+00 4.778848e+00 3.974388e-01 
8.976350e-01 8.146615e-01 3.906946e-01 
8.881568e-01 2.898816e+00 3.990134e-01 
1.881482e+00 5.313763e+00 4.015808e-01 
1.753432e+00 1.549826e+00 3.980534e-01 
2.013849e+00 2.456081e+00 4.173038e-01 
1.056773e+00 3.404299e+00 3.984731e-01 
2.363061e+00 4.084678e+00 3.916898e-01 
9.555153e-01 4.298769e+00 4.040520e-01 
1.812739e+00 5.791916e+00 3.952763e-01 
2.076417e+00 5.289733e+00 4.058241e-01 
1.335068e+00 5.478098e-01 3.917922e-01 
2.520014e+00 3.021438e+00 4.042633e-01 
2.348328e+00 1.070973e+00 4.021614e-01 
2.517641e+00 4.078237e+00 3.946215e-01 
2.120392e+00 4.449604e-01 4.023004e-01 
2.394889e+00 3.343857e+00 3.994910e-01 
2.245263e+00 3.416239e+00 3.974037e-01 
2.090744e+00 8.679523e-01 4.017793e-01 
2.046243e+00 3.064317e+00 4.086094e-01 
1.192933e+00 2.868459e+00 4.013561e-01 
2.147535e+00 4.615847e+00 3.970236e-01 
1.696941e+00 5.959687e+00 3.905640e-01 
1.255639e+00 5.399462e+00 3.915444e-01 
2.487003e+00 5.457719e+00 4.090377e-01 
1.488330e+00 5.643471e+00 3.883875e-01 
2.003347e+00 2.619122e+00 4.174788e-01 
1.657848e+00 5.598601e+00 3.927174e-01 
1.695743e+00 5.196042e+00 3.980388e-01 
1.221082e+00 3.632278e+00 3.930342e-01 
1.370450e+00 1.444477e+00 3.886168e-01 
1.021884e+00 3.724492e+00 3.983465e-01 
2.580349e+00 4.179645e+00 3.962739e-01 
2.566941e+00 4.074630e+00 3.954597e-01 
1.233485e+00 2.881968e+00 4.020877e-01 
1.100583e+00 5.081223e-01 3.902832e-01 
5.302897e-01 6.240282e+00 4.026652e-01 
1.828204e+00 3.858204e+00 3.834018e-01 
1.303591e+00 8.615282e-01 3.919117e-01 
4.311092e-01 9.720322e-01 3.993603e-01 
1.732595e+00 1.384692e-01 3.936691e-01 
3.615453e-01 3.821423e+00 4.159910e-01 
1.590863e+00 4.366558e+00 3.876244e-01 
5.385931e-01 1.254946e+00 3.940796e-01 
2.065369e+00 2.191028e-02 4.011452e-01 
1.489636e+00 5.547406e+00 3.898952e-01 
1.134187e+00 5.501151e-01 3.904993e-01 
2.383223e+00 9.892329e-03 4.057977e-01 
2.068462e+00 4.524504e+00 3.937862e-01 
2.227538e+00 2.416468e+00 4.151436e-01 
9.161792e-02 5.297251e+00 4.149386e-01 
9.193037e-01 5.823588e+00 3.916715e-01 
5.398196e-01 2.421242e+00 3.973208e-01 
2.243380e+00 1.231844e+00 4.022416e-01 
1.180071e+00 5.265484e+00 3.948377e-01 
1.441980e+00 5.276952e+00 3.937309e-01 
2.203002e+00 2.877979e+00 4.120957e-01 
2.165170e+00 4.940710e+00 4.039195e-01 
2.077722e+00 3.028696e+00 4.095754e-01 
1.137257e+00 2.408061e+00 3.949976e-01 
9.066716e-01 2.294348e+00 3.899123e-01 
1.588027e+00 1.235640e+00 3.942694e-01 
9.675470e-01 5.330611e+00 3.982041e-01 
3.723066e-01 2.267146e+00 4.013831e-01 
1.932740e+00 1.403623e+00 4.004872e-01 
1.766253e+00 1.846012e+00 4.025117e-01 
2.080091e+00 3.279832e+00 4.012181e-01 
7.170577e-01 1.834112e+00 3.871890e-01 
1.517190e+00 4.711929e+00 3.944878e-01 
2.285898e+00 4.654508e+00 3.994899e-01 
