# Spherical harmonics problem 2021/03/23 19:52:24
order 1
N 8
# theta phi I
2.600088e+00 3.851878e+00 2.256751e-01 
7.889296e-01 5.025262e+00 4.139714e-01 
8.094269e-01 4.592915e+00 4.380125e-01 
1.682875e+00 6.088968e+00 2.427846e-01 
1.036486e+00 1.765749e+00 6.393941e-01 
1.654862e+00 2.419643e+00 5.601806e-01 
1.416841e+00 2.317791e-01 3.569300e-01 
2.269063e+00 6.670256e-02 1.977299e-01 
# Exact (~1e-8) pressure tensor
3.333333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 3.333333e-01 
