# Spherical harmonics problem 2021/03/23 19:56:57
order 1
N 64
# theta phi I
1.405819e+00 3.891307e-02 2.529084e-01 
1.812337e+00 5.869968e+00 2.676932e-01 
1.028800e+00 3.734450e+00 5.706852e-01 
1.188983e+00 2.916128e+00 5.517030e-01 
2.111308e+00 2.756999e+00 4.718910e-01 
1.408163e+00 5.477434e-01 2.472398e-01 
1.526069e+00 1.347690e+00 3.099896e-01 
2.079578e-01 2.357709e+00 4.749538e-01 
5.104563e-01 7.985589e-01 3.801080e-01 
1.152340e+00 3.158162e+00 5.683235e-01 
9.428399e-01 3.901251e+00 5.604715e-01 
2.469254e+00 1.380219e+00 2.952434e-01 
2.444201e+00 2.305112e+00 3.899044e-01 
1.495615e+00 1.032690e-01 2.425377e-01 
2.116514e+00 1.462045e+00 3.018073e-01 
4.575936e-01 2.539650e+00 4.977736e-01 
5.378164e-01 2.439627e+00 4.948489e-01 
7.823706e-01 1.846535e+00 4.338537e-01 
2.280177e+00 4.503269e+00 4.260799e-01 
1.761754e+00 5.033734e+00 3.931804e-01 
1.766677e+00 5.622228e+00 3.009401e-01 
2.311764e+00 4.046170e+00 4.617386e-01 
1.310091e+00 3.687507e+00 5.737878e-01 
1.040922e+00 3.425373e+00 5.745404e-01 
2.354149e+00 5.785010e+00 2.769852e-01 
5.456300e-01 3.261409e+00 5.370647e-01 
5.463662e-01 2.006759e-01 3.671238e-01 
1.209076e+00 5.052025e+00 4.243175e-01 
1.929036e+00 4.569309e+00 4.521424e-01 
1.927184e+00 3.797523e-02 2.284041e-01 
7.366870e-01 5.124666e+00 4.397019e-01 
2.738586e+00 2.399624e+00 3.705758e-01 
1.303221e+00 3.039774e+00 5.598925e-01 
1.193414e+00 3.356742e+00 5.758576e-01 
1.091266e+00 3.129633e+00 5.661457e-01 
1.856515e+00 1.052642e+00 2.579132e-01 
4.505588e-01 3.084546e+00 5.222431e-01 
6.997591e-01 4.839474e-02 3.447631e-01 
1.735590e+00 1.728135e-01 2.266746e-01 
2.481327e+00 1.725517e+00 3.283275e-01 
8.787027e-01 5.220591e+00 4.200969e-01 
1.720954e+00 4.730779e+00 4.447138e-01 
1.685512e+00 5.863812e+00 2.735882e-01 
1.065538e+00 1.644888e+00 3.883560e-01 
1.690352e+00 1.451764e+00 3.150951e-01 
2.722972e+00 5.380449e+00 3.206827e-01 
3.523794e-01 4.650377e+00 4.817044e-01 
1.615691e+00 5.781350e+00 2.873711e-01 
1.894561e+00 3.915675e-01 2.206013e-01 
5.070625e-01 5.853336e+00 3.969251e-01 
4.526798e-01 1.926139e+00 4.553734e-01 
7.432724e-01 1.706940e+00 4.203693e-01 
2.084039e+00 3.596463e+00 5.128287e-01 
7.363105e-01 3.643875e+00 5.567011e-01 
1.834094e+00 3.395476e+00 5.429171e-01 
2.240603e+00 3.503280e+00 4.907375e-01 
3.056655e+00 5.293643e+00 3.329833e-01 
1.126067e+00 3.068324e+00 5.629814e-01 
1.393246e+00 7.642654e-01 2.589722e-01 
1.282634e+00 7.047025e-01 2.661770e-01 
7.655948e-01 3.651769e+00 5.588464e-01 
5.950165e-01 2.469799e+00 4.992910e-01 
1.555962e+00 2.165059e+00 4.387763e-01 
5.300306e-01 3.929651e+00 5.301556e-01 
# Exact (~1e-8) pressure tensor
3.333333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 3.333333e-01 
