# Spherical harmonics problem 2021/03/23 19:57:12
order 3
N 16
# theta phi I
1.457511e+00 5.748854e-01 4.437457e-01 
6.962884e-01 8.253165e-02 3.525008e-01 
8.471640e-01 5.613834e+00 3.848715e-01 
9.889482e-01 1.968160e-01 3.623934e-01 
2.102670e+00 4.564270e+00 3.073981e-01 
1.177206e+00 5.373805e+00 4.059211e-01 
1.801012e+00 4.947143e+00 3.477015e-01 
1.039754e+00 8.263985e-01 4.327466e-01 
1.736088e+00 2.049410e+00 3.600841e-01 
2.608789e+00 3.396376e-01 3.669450e-01 
2.563933e+00 4.521101e+00 3.488219e-01 
1.331114e+00 1.163065e+00 4.789217e-01 
1.095546e+00 3.927850e+00 4.481280e-01 
1.608578e+00 6.188927e+00 4.209580e-01 
2.079148e+00 2.546268e+00 3.980319e-01 
1.220381e+00 5.834561e+00 3.894985e-01 
# Exact (~1e-8) pressure tensor
3.329824e-01 -3.299287e-03 -8.100862e-03 
-3.299287e-03 3.379911e-01 7.436357e-03 
-8.100862e-03 7.436357e-03 3.290265e-01 
