# Spherical harmonics problem 2021/03/23 19:56:55
order 1
N 8
# theta phi I
1.404101e+00 1.305258e+00 4.403284e-01 
3.262766e-01 1.005452e+00 4.224864e-01 
1.326142e+00 4.892892e+00 3.412587e-01 
1.537357e+00 5.417936e+00 3.217573e-01 
1.884716e+00 2.541147e+00 4.660897e-01 
2.304272e+00 3.503945e+00 4.100186e-01 
9.857011e-01 3.679476e+00 4.255003e-01 
1.622428e+00 4.667774e-02 3.453779e-01 
# Exact (~1e-8) pressure tensor
3.333333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 3.333333e-01 
