# Spherical harmonics problem 2021/03/23 19:57:22
order 3
N 128
# theta phi I
2.536178e+00 5.862506e+00 3.844670e-01 
1.150707e+00 2.754773e+00 5.244133e-01 
1.114345e+00 8.725456e-01 3.453394e-01 
1.673408e+00 5.680876e+00 3.844229e-01 
2.789652e+00 3.259942e+00 4.060709e-01 
2.073898e+00 1.352032e+00 3.614337e-01 
1.814744e+00 1.735525e-01 4.573225e-01 
1.493671e+00 2.088726e+00 5.149035e-01 
1.472059e+00 2.260036e+00 5.104489e-01 
2.476584e+00 3.115374e+00 3.494041e-01 
2.186627e+00 3.239635e+00 3.473580e-01 
1.502502e+00 2.557944e+00 4.740139e-01 
1.929912e+00 5.801736e+00 3.909542e-01 
2.127375e+00 2.119949e+00 3.642733e-01 
2.592905e+00 5.066634e-01 3.150909e-01 
7.940760e-01 3.543968e+00 5.381299e-01 
1.305726e+00 2.164215e+00 5.187264e-01 
2.107971e+00 4.739910e+00 4.480656e-01 
1.922746e+00 3.064471e+00 3.378440e-01 
1.111419e+00 4.386761e+00 4.425695e-01 
4.000503e-01 2.756711e+00 3.434758e-01 
1.296990e+00 5.589109e+00 3.690685e-01 
1.338856e+00 4.666949e+00 3.573038e-01 
1.923526e+00 6.122317e+00 4.305650e-01 
1.485017e+00 3.575262e+00 5.253546e-01 
1.882830e+00 4.683511e+00 4.143775e-01 
1.295520e+00 1.004121e+00 3.739872e-01 
9.964462e-01 1.795289e+00 3.987766e-01 
1.427278e+00 1.482178e+00 4.397323e-01 
1.549313e+00 2.994883e+00 4.344274e-01 
4.944471e-01 1.832437e+00 2.479179e-01 
1.444052e+00 4.233022e+00 4.993431e-01 
1.973114e+00 3.200793e+00 3.504198e-01 
7.732687e-01 2.068099e+00 3.751824e-01 
1.000063e+00 2.035065e+00 4.458924e-01 
1.205607e+00 1.269003e+00 3.666402e-01 
4.668924e-01 1.726600e+00 2.281605e-01 
6.294870e-01 1.924669e+00 2.991772e-01 
2.168922e+00 4.515230e+00 5.005319e-01 
1.105606e+00 1.875837e+00 4.487692e-01 
1.391705e+00 3.388470e+00 5.208544e-01 
1.948646e+00 2.797093e+00 3.256001e-01 
1.898516e+00 2.711395e-01 4.267024e-01 
2.987983e+00 2.516468e+00 3.806989e-01 
4.901477e-01 5.957483e+00 2.559063e-01 
