# Spherical harmonics problem 2021/03/23 19:57:15
order 3
N 32
# theta phi I
1.290018e+00 2.105339e+00 3.176634e-01 
2.968353e+00 2.256642e+00 4.114247e-01 
1.416044e+00 5.048047e+00 3.643297e-01 
1.493422e+00 1.476548e+00 4.520943e-01 
2.350509e+00 6.980643e-01 4.288452e-01 
2.140423e+00 4.131699e+00 3.787285e-01 
2.071177e+00 5.668812e+00 3.719046e-01 
1.234193e+00 5.338003e+00 4.217557e-01 
5.707720e-01 5.636430e-01 3.636562e-01 
2.762794e+00 9.330957e-01 4.224222e-01 
1.832414e+00 4.280275e+00 3.432195e-01 
2.035646e+00 3.983099e+00 4.028451e-01 
2.057866e+00 2.491316e+00 3.951378e-01 
2.298332e+00 2.103853e-01 3.885648e-01 
9.056912e-01 5.921353e+00 4.561394e-01 
3.492968e-01 5.869064e+00 3.876433e-01 
2.029279e+00 1.194940e+00 4.855026e-01 
6.678832e-01 5.820460e+00 4.466449e-01 
1.648570e+00 2.533767e+00 3.981449e-01 
1.146368e+00 3.922266e+00 4.465937e-01 
6.532697e-01 3.182539e+00 3.520718e-01 
2.135589e+00 3.536014e+00 4.620314e-01 
1.819842e+00 2.245246e+00 3.775580e-01 
2.034292e+00 2.996009e+00 4.649160e-01 
1.282741e+00 1.453778e+00 4.155824e-01 
1.726172e+00 6.309838e-01 4.432741e-01 
5.670629e-01 2.484682e+00 2.467061e-01 
9.418605e-01 2.830071e-01 4.247104e-01 
1.647465e+00 4.750695e+00 3.141608e-01 
7.777197e-01 4.473498e+00 3.989735e-01 
9.257074e-01 4.028400e+00 4.208749e-01 
1.117597e+00 3.032380e+00 4.509198e-01 
# Exact (~1e-8) pressure tensor
3.212865e-01 8.266325e-03 -1.577482e-02 
8.266325e-03 3.514427e-01 1.271820e-02 
-1.577482e-02 1.271820e-02 3.272708e-01 
