# Spherical harmonics problem 2021/03/23 19:57:04
order 2
N 32
# theta phi I
1.769244e+00 2.724939e+00 3.938102e-01 
4.463563e-01 3.011186e+00 4.183621e-01 
1.575208e+00 2.683597e+00 4.016059e-01 
2.361403e+00 3.991102e+00 3.867079e-01 
1.070020e+00 2.663094e+00 4.181851e-01 
2.140245e+00 3.301157e+00 3.787692e-01 
4.294887e-01 5.933211e+00 3.990597e-01 
3.760341e-01 2.594011e+00 4.203496e-01 
1.574254e+00 3.283228e+00 3.895739e-01 
2.742170e+00 3.845261e+00 3.872160e-01 
3.688066e-01 1.759578e+00 4.186952e-01 
2.186176e+00 2.659831e+00 3.837771e-01 
1.957721e+00 4.104744e+00 3.890756e-01 
2.050770e+00 5.467015e+00 4.089913e-01 
2.681077e+00 2.900966e+00 3.815662e-01 
1.797833e+00 4.963636e+00 4.069846e-01 
2.087469e+00 2.495922e-01 3.935906e-01 
1.020553e+00 1.433160e+00 4.149286e-01 
1.478432e+00 1.551514e+00 4.092752e-01 
7.649957e-01 3.720243e+00 4.064355e-01 
1.559187e+00 2.481732e+00 4.063628e-01 
9.019827e-01 4.907433e+00 3.994152e-01 
1.096812e+00 1.517565e+00 4.160084e-01 
8.387494e-01 4.264133e+00 4.012856e-01 
1.071177e-01 6.214099e+00 4.083501e-01 
4.936439e-01 5.011362e-01 4.022530e-01 
8.807837e-01 2.286997e+00 4.254485e-01 
5.196504e-01 9.662711e-01 4.088002e-01 
2.537326e+00 4.016469e-01 3.950088e-01 
1.470421e+00 5.079494e+00 4.042296e-01 
2.239479e+00 1.888119e+00 3.905866e-01 
1.044588e+00 3.805636e+00 3.994036e-01 
# Exact (~1e-8) pressure tensor
3.340138e-01 -3.647818e-03 2.627389e-03 
-3.647818e-03 3.307035e-01 -2.583536e-03 
2.627389e-03 -2.583536e-03 3.352827e-01 
