# Spherical harmonics problem 2021/03/23 19:56:55
order 1
N 16
# theta phi I
1.252960e+00 8.324689e-01 4.669088e-01 
7.481158e-01 2.576691e+00 4.346803e-01 
1.930705e+00 6.058414e-01 4.395606e-01 
9.342326e-01 4.678134e-01 4.516211e-01 
2.106748e+00 4.396183e+00 3.236448e-01 
1.894087e+00 4.997091e+00 3.307197e-01 
1.971791e+00 4.717870e+00 3.238765e-01 
1.107622e+00 5.042361e+00 3.556853e-01 
1.715898e+00 1.514476e+00 4.656547e-01 
1.722429e+00 1.282340e+00 4.662600e-01 
8.544510e-01 5.786461e+00 4.014965e-01 
4.041939e-01 2.401591e+00 4.371574e-01 
2.351596e+00 6.033624e+00 3.790919e-01 
1.947097e+00 1.783227e+00 4.502088e-01 
2.803848e+00 6.220026e+00 3.779533e-01 
2.068993e+00 1.889106e+00 4.407725e-01 
# Exact (~1e-8) pressure tensor
3.333333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 3.333333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 3.333333e-01 
