# Spherical harmonics problem 2021/03/23 19:57:25
order 3
N 256
# theta phi I
9.183724e-01 5.600307e+00 3.457213e-01 
1.232832e+00 6.206957e+00 4.304078e-01 
1.519305e+00 3.209812e+00 2.326480e-01 
1.431758e+00 1.363943e+00 5.583379e-01 
1.904386e+00 2.270501e+00 4.515500e-01 
2.115011e+00 5.635016e+00 2.845502e-01 
1.754784e+00 1.427033e-01 4.033770e-01 
2.378594e+00 1.532494e+00 6.035053e-01 
1.598023e+00 4.051209e+00 3.991444e-01 
1.044348e+00 1.077856e+00 4.133325e-01 
2.513003e+00 1.591129e+00 5.782035e-01 
1.010396e+00 1.266155e+00 4.293317e-01 
1.896508e+00 4.935028e-01 4.384528e-01 
2.177486e+00 6.181430e+00 2.932318e-01 
7.660075e-01 3.283600e+00 3.648282e-01 
8.339385e-01 2.252079e+00 4.462990e-01 
2.891702e+00 6.019099e-01 4.305359e-01 
1.632598e+00 5.808861e+00 3.789117e-01 
8.707243e-01 1.522461e+00 4.279278e-01 
5.629465e-01 1.698764e+00 3.840669e-01 
2.318669e+00 2.652874e+00 4.126921e-01 
7.563849e-01 4.925811e+00 2.769987e-01 
4.081705e-01 2.915937e+00 3.798009e-01 
1.488469e+00 5.792006e+00 3.993994e-01 
2.003364e+00 5.349758e-01 4.379524e-01 
1.009234e-01 6.051847e+00 2.884788e-01 
1.883545e-01 5.759465e+00 2.786194e-01 
2.074284e+00 6.029333e+00 2.953927e-01 
3.703234e-01 1.351824e-01 2.807187e-01 
2.715447e+00 3.313129e+00 4.890831e-01 
9.731623e-01 3.231439e+00 3.367659e-01 
1.771957e+00 1.344521e+00 6.222346e-01 
2.220201e+00 2.573802e+00 4.010498e-01 
2.510475e+00 5.460134e+00 3.104040e-01 
2.793179e-01 2.149112e+00 3.557460e-01 
2.865874e+00 2.589077e+00 5.038513e-01 
2.144938e+00 6.075741e+00 2.873111e-01 
1.835112e+00 3.648029e+00 3.517176e-01 
1.225075e+00 2.981170e+00 2.910577e-01 
8.024531e-01 4.638488e+00 2.813755e-01 
1.719750e+00 1.523872e+00 6.276152e-01 
7.311124e-01 4.077119e-01 3.232524e-01 
2.155288e+00 8.180335e-01 5.033461e-01 
2.058765e+00 3.777664e-02 3.302136e-01 
1.528808e+00 3.512199e+00 2.824590e-01 
8.393972e-01 3.799379e+00 3.309339e-01 
1.744217e+00 1.306858e+00 6.139349e-01 
1.637321e+00 3.187445e+00 2.256753e-01 
2.351385e+00 1.073551e+00 5.472761e-01 
2.440182e+00 3.480675e+00 4.540277e-01 
9.813934e-01 5.419738e+00 3.351863e-01 
2.497476e+00 2.542071e-01 3.421925e-01 
2.096356e+00 6.025647e+00 2.912048e-01 
1.138507e+00 2.904943e+00 3.222679e-01 
2.216626e+00 3.873338e+00 4.755562e-01 
1.170163e+00 5.158350e-01 4.077237e-01 
1.364077e+00 1.656341e+00 5.584063e-01 
2.516633e+00 4.863541e+00 4.154979e-01 
1.497962e+00 1.947973e+00 5.428308e-01 
2.545394e-01 4.183083e+00 3.040679e-01 
2.094556e+00 5.968318e+00 2.879782e-01 
2.139920e+00 3.821063e+00 4.546945e-01 
5.132419e-01 1.127237e+00 3.241089e-01 
2.763725e+00 6.273802e+00 3.546323e-01 
4.744904e-01 4.597253e+00 2.797119e-01 
1.231792e+00 1.817543e+00 5.243424e-01 
1.655287e+00 2.483228e+00 3.476767e-01 
1.942880e+00 8.501933e-01 5.247892e-01 
1.470902e+00 3.441962e+00 2.690893e-01 
