# Spherical harmonics problem 2021/03/23 19:57:17
order 3
N 32
# theta phi I
1.725688e+00 5.172143e+00 4.251472e-01 
2.129073e+00 4.087315e+00 5.091632e-01 
2.129541e+00 4.055467e+00 5.230449e-01 
2.001998e+00 4.303460e+00 3.963136e-01 
2.936466e+00 7.014901e-01 1.347141e-01 
1.980687e+00 4.737062e+00 3.227697e-01 
1.650320e+00 1.884875e+00 2.951698e-01 
1.741643e+00 2.158949e+00 2.606384e-01 
1.591959e+00 3.811111e+00 4.074414e-01 
1.850586e+00 1.171986e+00 4.845007e-01 
1.708987e+00 1.275257e+00 4.852359e-01 
1.088215e+00 4.690567e+00 2.492060e-01 
2.011920e+00 4.856534e+00 3.293651e-01 
4.464491e-01 7.579582e-01 4.129179e-01 
2.752525e+00 2.137233e+00 2.303303e-01 
1.723167e+00 6.216186e+00 5.887666e-01 
1.461006e+00 3.585326e+00 4.081194e-01 
1.337901e+00 5.206231e+00 4.170808e-01 
1.989066e+00 3.719681e+00 6.292033e-01 
1.473487e+00 2.402659e-02 5.275901e-01 
1.586876e+00 3.756430e+00 4.237233e-01 
1.930995e+00 1.750416e+00 2.756467e-01 
1.427332e+00 2.790708e+00 3.785971e-01 
1.336741e+00 3.001322e+00 3.947800e-01 
6.899405e-01 5.311715e+00 3.383554e-01 
5.090357e-01 1.499593e+00 5.133457e-01 
1.803153e+00 4.572881e+00 2.998480e-01 
6.207597e-01 1.849972e+00 5.294642e-01 
2.625135e+00 5.369154e+00 2.082394e-01 
1.061246e+00 6.179531e-01 4.145034e-01 
1.984483e+00 6.264731e-01 5.512142e-01 
2.490039e+00 3.205972e+00 5.938192e-01 
# Exact (~1e-8) pressure tensor
3.081607e-01 1.481456e-02 2.694896e-02 
1.481456e-02 3.767149e-01 1.040022e-02 
2.694896e-02 1.040022e-02 3.151244e-01 
