# Spherical harmonics problem 2021/03/23 19:57:08
order 2
N 512
# theta phi I
1.631624e+00 9.096665e-01 4.888492e-01 
1.214798e+00 6.086468e+00 3.229029e-01 
2.858331e+00 1.943902e-01 3.648506e-01 
1.078539e+00 6.208212e+00 4.148171e-01 
1.932548e+00 4.819339e+00 3.685760e-01 
2.314332e+00 4.509176e-01 3.086880e-01 
1.501307e+00 2.089821e+00 2.696792e-01 
2.056367e+00 4.900813e+00 3.699791e-01 
2.075671e+00 1.780780e+00 2.247732e-01 
2.771307e+00 2.631501e+00 3.463500e-01 
2.118949e-01 1.475272e+00 7.313607e-01 
1.119230e+00 5.521939e+00 2.469593e-01 
1.746552e+00 3.890675e+00 4.604913e-01 
2.400743e+00 6.174959e-01 3.146775e-01 
1.024901e+00 2.954702e+00 3.744837e-01 
2.332896e+00 4.982472e+00 4.043975e-01 
6.486161e-01 3.670192e+00 5.113040e-01 
1.792693e+00 3.550784e+00 3.947938e-01 
1.250271e+00 6.235097e+00 3.617018e-01 
2.162126e+00 5.919557e+00 2.322306e-01 
6.280200e-01 4.961679e-02 6.148966e-01 
1.333241e+00 1.435397e+00 5.409650e-01 
2.051525e+00 5.372062e+00 2.507614e-01 
1.440944e+00 2.226173e+00 2.589520e-01 
1.509233e+00 5.373709e+00 1.768721e-01 
2.079341e+00 3.138546e+00 2.957435e-01 
9.547660e-01 1.934569e+00 5.559086e-01 
2.489596e+00 5.336260e+00 3.707742e-01 
4.111510e-01 3.650136e+00 5.770732e-01 
2.865265e-01 1.479809e+00 7.424285e-01 
2.691747e+00 3.081638e+00 3.819503e-01 
1.924594e+00 1.670047e+00 2.693391e-01 
2.520037e+00 4.855590e+00 4.508926e-01 
2.339529e+00 5.647081e+00 2.909179e-01 
8.983895e-01 5.972832e+00 4.162059e-01 
1.119831e+00 4.773356e+00 3.299356e-01 
1.257994e+00 5.360209e+00 2.093568e-01 
6.486476e-01 1.328600e-01 6.294196e-01 
