# 1D hohlraum problem 2021/03/19 10:15:19
x 4.000000e-01
t 5.000000e-01
N 8
# theta phi I
2.260979e+00 2.171847e+00 0.000000e+00 
1.182783e+00 3.529041e+00 0.000000e+00 
1.785376e+00 8.750424e-01 0.000000e+00 
1.197724e+00 1.788417e+00 0.000000e+00 
1.876480e+00 4.283177e-01 0.000000e+00 
2.285866e+00 2.363359e-01 0.000000e+00 
1.103815e+00 2.172112e+00 0.000000e+00 
6.602375e-01 3.247682e+00 0.000000e+00 
# Exact (~1e-8) pressure tensor
8.133333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 9.333333e-02 0.000000e+00 
0.000000e+00 0.000000e+00 9.333333e-02 
