# 1D hohlraum problem 2021/03/19 10:14:37
x 1.000000e-01
t 5.000000e-01
N 8
# theta phi I
2.024734e+00 2.282612e+00 0.000000e+00 
1.308646e+00 7.386293e-01 1.000000e+00 
1.659283e+00 3.058358e+00 0.000000e+00 
2.483492e+00 8.075279e-03 0.000000e+00 
1.913337e+00 6.272749e+00 0.000000e+00 
2.407692e+00 2.313634e+00 0.000000e+00 
1.079109e+00 4.458644e+00 1.000000e+00 
2.929351e+00 9.179198e-01 0.000000e+00 
# Exact (~1e-8) pressure tensor
4.166667e-01 0.000000e+00 0.000000e+00 
0.000000e+00 2.933333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 2.933333e-01 
