# 1D hohlraum problem 2021/03/19 10:14:53
x 2.000000e-01
t 4.000000e-01
N 32
# theta phi I
1.440543e+00 2.956425e+00 0.000000e+00 
1.327353e+00 2.812657e-01 0.000000e+00 
1.435623e+00 2.204743e+00 0.000000e+00 
2.802515e+00 4.355841e+00 0.000000e+00 
1.075580e+00 4.278753e+00 0.000000e+00 
2.063027e+00 7.567490e-01 0.000000e+00 
2.046515e+00 3.544934e+00 0.000000e+00 
2.646719e+00 3.254128e+00 0.000000e+00 
1.995258e+00 3.037520e+00 0.000000e+00 
1.043535e+00 2.499161e+00 1.000000e+00 
2.465961e+00 9.161546e-01 0.000000e+00 
1.545008e+00 4.660858e+00 0.000000e+00 
1.151912e+00 6.894955e-01 0.000000e+00 
1.814542e-01 5.283093e+00 1.000000e+00 
1.199003e+00 6.159354e+00 0.000000e+00 
1.174539e+00 4.737227e+00 0.000000e+00 
2.282358e+00 7.942875e-01 0.000000e+00 
1.159668e+00 5.020672e+00 0.000000e+00 
2.377355e+00 1.784646e+00 0.000000e+00 
2.143262e+00 5.479840e+00 0.000000e+00 
9.942694e-01 7.991533e-01 1.000000e+00 
1.466788e+00 5.472702e+00 0.000000e+00 
1.005984e+00 3.664787e+00 1.000000e+00 
1.845114e+00 4.170010e+00 0.000000e+00 
4.249384e-01 1.414805e+00 1.000000e+00 
2.586177e+00 4.983939e+00 0.000000e+00 
1.543579e+00 5.601727e+00 0.000000e+00 
1.532435e+00 3.885795e+00 0.000000e+00 
1.021277e+00 1.390510e+00 1.000000e+00 
1.272023e+00 3.908681e+00 0.000000e+00 
1.734405e+00 3.822280e+00 0.000000e+00 
1.397885e+00 5.996811e+00 0.000000e+00 
# Exact (~1e-8) pressure tensor
5.833333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 2.083333e-01 0.000000e+00 
0.000000e+00 0.000000e+00 2.083333e-01 
