# 1D hohlraum problem 2021/03/19 10:15:06
x 2.000000e-01
t 6.000000e-01
N 512
# theta phi I
1.987053e+00 2.852182e+00 0.000000e+00 
1.006783e+00 4.201603e+00 1.000000e+00 
2.094700e+00 2.785166e+00 0.000000e+00 
1.716253e+00 1.978288e+00 0.000000e+00 
1.593406e+00 4.731241e+00 0.000000e+00 
1.008408e+00 5.058955e+00 1.000000e+00 
2.835633e+00 1.513907e+00 0.000000e+00 
2.106018e+00 3.210658e+00 0.000000e+00 
9.719990e-01 9.300154e-01 1.000000e+00 
2.206607e+00 2.656768e-01 0.000000e+00 
1.723905e+00 3.999471e+00 0.000000e+00 
1.980565e+00 3.914555e+00 0.000000e+00 
1.737958e+00 2.326859e+00 0.000000e+00 
2.535901e+00 4.154569e+00 0.000000e+00 
1.768761e+00 2.833248e+00 0.000000e+00 
2.404145e+00 3.056827e+00 0.000000e+00 
2.139627e+00 3.013173e+00 0.000000e+00 
1.672557e+00 4.648566e+00 0.000000e+00 
2.855597e+00 6.077697e+00 0.000000e+00 
2.214207e+00 2.528990e+00 0.000000e+00 
2.768411e+00 5.050145e+00 0.000000e+00 
2.091816e+00 3.665293e+00 0.000000e+00 
2.801867e+00 3.590662e+00 0.000000e+00 
2.281874e-01 3.286173e-03 1.000000e+00 
1.108237e+00 1.430168e+00 1.000000e+00 
1.263616e+00 4.208706e+00 0.000000e+00 
2.822934e+00 3.637605e+00 0.000000e+00 
2.001110e+00 3.360803e+00 0.000000e+00 
2.003759e+00 2.564041e+00 0.000000e+00 
9.006165e-01 6.084516e+00 1.000000e+00 
1.327104e+00 2.714311e+00 0.000000e+00 
8.262802e-01 2.518931e+00 1.000000e+00 
1.357762e+00 4.484105e+00 0.000000e+00 
9.623553e-01 1.519757e+00 1.000000e+00 
9.671367e-01 5.722507e+00 1.000000e+00 
1.822257e+00 3.538838e+00 0.000000e+00 
1.593277e+00 3.676440e+00 0.000000e+00 
2.685684e-01 3.732104e+00 1.000000e+00 
9.323915e-01 5.409946e-01 1.000000e+00 
6.111467e-01 6.349936e-01 1.000000e+00 
2.146405e+00 8.645901e-01 0.000000e+00 
1.258426e+00 5.643212e+00 0.000000e+00 
1.272583e+00 1.651859e+00 0.000000e+00 
4.017350e-01 5.319799e+00 1.000000e+00 
1.785225e+00 2.089596e+00 0.000000e+00 
7.850813e-01 4.526307e+00 1.000000e+00 
5.793655e-01 3.623418e+00 1.000000e+00 
1.280822e+00 3.851210e+00 0.000000e+00 
1.982710e+00 5.413195e+00 0.000000e+00 
1.098089e+00 3.793746e+00 1.000000e+00 
2.747659e+00 1.979040e+00 0.000000e+00 
7.053364e-01 1.904352e-01 1.000000e+00 
2.793544e+00 4.100853e+00 0.000000e+00 
1.380703e+00 3.396204e+00 0.000000e+00 
2.499962e+00 3.407347e+00 0.000000e+00 
9.635191e-01 5.440423e+00 1.000000e+00 
8.813495e-01 8.709408e-01 1.000000e+00 
1.801810e+00 4.268690e+00 0.000000e+00 
2.290712e+00 3.669785e+00 0.000000e+00 
7.181253e-01 4.490110e+00 1.000000e+00 
2.406938e+00 1.008029e+00 0.000000e+00 
9.488689e-01 2.784199e+00 1.000000e+00 
2.715180e+00 3.239434e+00 0.000000e+00 
1.666055e+00 2.996490e+00 0.000000e+00 
1.724131e+00 5.323053e-01 0.000000e+00 
1.740739e+00 5.952193e+00 0.000000e+00 
1.340609e+00 1.245579e+00 0.000000e+00 
1.891970e+00 5.250888e+00 0.000000e+00 
1.206508e+00 2.569892e+00 1.000000e+00 
2.864789e-01 3.820080e+00 1.000000e+00 
2.323220e+00 2.882828e+00 0.000000e+00 
1.128194e+00 6.002851e+00 1.000000e+00 
2.797900e+00 1.415163e+00 0.000000e+00 
1.459612e+00 3.937582e+00 0.000000e+00 
2.104468e+00 3.828940e-01 0.000000e+00 
6.123585e-01 3.551093e+00 1.000000e+00 
8.447225e-01 3.349137e-01 1.000000e+00 
1.985922e+00 5.102994e+00 0.000000e+00 
2.043127e+00 6.174145e+00 0.000000e+00 
2.408200e+00 4.297981e+00 0.000000e+00 
2.483956e+00 4.895109e+00 0.000000e+00 
2.361075e+00 1.539930e+00 0.000000e+00 
7.590083e-01 4.957562e+00 1.000000e+00 
1.864208e+00 4.566449e+00 0.000000e+00 
