# 1D hohlraum problem 2021/03/19 10:15:20
x 4.000000e-01
t 5.000000e-01
N 16
# theta phi I
8.041506e-01 3.582120e-01 0.000000e+00 
7.452700e-01 1.480931e+00 0.000000e+00 
1.164183e+00 4.276349e+00 0.000000e+00 
1.484221e+00 1.033146e+00 0.000000e+00 
1.950162e+00 5.626932e+00 0.000000e+00 
1.511387e+00 2.587625e+00 0.000000e+00 
2.607295e+00 1.223847e+00 0.000000e+00 
2.703491e+00 4.864606e+00 0.000000e+00 
1.094146e+00 2.748019e-01 0.000000e+00 
2.404798e+00 5.599614e+00 0.000000e+00 
1.100148e+00 2.440956e+00 0.000000e+00 
1.298288e+00 6.071593e+00 0.000000e+00 
9.252758e-01 4.521686e+00 0.000000e+00 
2.278144e+00 2.924340e+00 0.000000e+00 
4.722401e-01 1.993191e+00 1.000000e+00 
1.822771e+00 4.040062e+00 0.000000e+00 
# Exact (~1e-8) pressure tensor
8.133333e-01 0.000000e+00 0.000000e+00 
0.000000e+00 9.333333e-02 0.000000e+00 
0.000000e+00 0.000000e+00 9.333333e-02 
