# 1D hohlraum problem 2021/03/19 10:14:27
x 1.000000e-01
t 3.000000e-01
N 8
# theta phi I
1.595658e+00 3.285692e+00 0.000000e+00 
1.712526e+00 6.143035e+00 0.000000e+00 
2.057601e+00 9.688913e-01 0.000000e+00 
1.396368e+00 4.675296e+00 0.000000e+00 
3.261329e-01 2.055534e-01 1.000000e+00 
2.958762e+00 5.394969e+00 0.000000e+00 
8.139311e-01 7.545401e-01 1.000000e+00 
1.558606e+00 1.260127e+00 0.000000e+00 
# Exact (~1e-8) pressure tensor
4.814815e-01 0.000000e+00 0.000000e+00 
0.000000e+00 2.592593e-01 0.000000e+00 
0.000000e+00 0.000000e+00 2.592593e-01 
