# 1D hohlraum problem 2021/03/19 10:15:26
x 4.000000e-01
t 6.000000e-01
N 16
# theta phi I
5.181069e-01 4.020069e+00 1.000000e+00 
9.370448e-01 4.982815e-01 0.000000e+00 
1.770537e+00 2.136436e+00 0.000000e+00 
9.042033e-01 3.409090e+00 0.000000e+00 
2.612645e+00 5.561058e+00 0.000000e+00 
2.548623e+00 2.998652e+00 0.000000e+00 
1.234083e+00 6.166622e+00 0.000000e+00 
1.042397e+00 3.568694e+00 0.000000e+00 
1.594061e+00 5.288828e+00 0.000000e+00 
2.319356e+00 2.539033e+00 0.000000e+00 
2.749905e+00 3.608609e+00 0.000000e+00 
1.151527e+00 2.056146e+00 0.000000e+00 
1.858724e+00 4.112043e+00 0.000000e+00 
8.036272e-01 2.649519e-01 1.000000e+00 
2.043720e+00 4.220549e-01 0.000000e+00 
2.391577e+00 1.672275e+00 0.000000e+00 
# Exact (~1e-8) pressure tensor
7.037037e-01 0.000000e+00 0.000000e+00 
0.000000e+00 1.481482e-01 0.000000e+00 
0.000000e+00 0.000000e+00 1.481481e-01 
