# 1D hohlraum problem 2021/03/19 10:15:23
x 4.000000e-01
t 5.000000e-01
N 256
# theta phi I
1.812019e+00 1.158500e+00 0.000000e+00 
9.616428e-01 3.334921e+00 0.000000e+00 
8.928328e-01 3.085593e+00 0.000000e+00 
1.058719e+00 5.656304e+00 0.000000e+00 
2.142909e+00 1.964159e+00 0.000000e+00 
7.717038e-01 1.323329e+00 0.000000e+00 
1.551276e+00 4.167238e+00 0.000000e+00 
2.151061e+00 1.874722e+00 0.000000e+00 
1.442150e+00 3.833061e+00 0.000000e+00 
1.874354e+00 2.571435e+00 0.000000e+00 
1.190227e+00 4.160420e+00 0.000000e+00 
4.684481e-01 1.201354e-01 1.000000e+00 
2.150186e+00 6.275378e+00 0.000000e+00 
6.446710e-01 2.229968e+00 0.000000e+00 
1.724650e+00 2.504024e+00 0.000000e+00 
1.476995e+00 6.113996e+00 0.000000e+00 
2.555172e+00 2.735353e+00 0.000000e+00 
1.587451e+00 1.917134e+00 0.000000e+00 
8.188676e-01 4.676044e+00 0.000000e+00 
2.410304e+00 5.548416e+00 0.000000e+00 
7.787339e-01 2.917131e+00 0.000000e+00 
1.708096e-01 4.227595e+00 1.000000e+00 
1.895019e+00 2.619334e+00 0.000000e+00 
7.687698e-01 6.461088e-01 0.000000e+00 
1.396262e+00 4.112158e+00 0.000000e+00 
1.071980e+00 3.450482e+00 0.000000e+00 
1.529362e+00 1.854019e+00 0.000000e+00 
2.719358e+00 6.736221e-01 0.000000e+00 
4.891271e-01 3.636122e+00 1.000000e+00 
9.252175e-01 5.848912e+00 0.000000e+00 
1.183090e+00 1.120605e+00 0.000000e+00 
3.420079e-01 4.987590e+00 1.000000e+00 
2.246226e+00 1.947901e-01 0.000000e+00 
2.680666e+00 4.456190e+00 0.000000e+00 
2.903690e-01 4.979782e+00 1.000000e+00 
1.832080e+00 3.808842e+00 0.000000e+00 
2.186509e+00 4.109282e+00 0.000000e+00 
1.770290e+00 5.910916e+00 0.000000e+00 
8.487250e-01 1.033575e+00 0.000000e+00 
1.663728e+00 1.574035e+00 0.000000e+00 
1.123712e+00 4.458313e+00 0.000000e+00 
1.582670e+00 3.102136e+00 0.000000e+00 
2.200966e+00 1.104691e-01 0.000000e+00 
1.118408e+00 4.389704e+00 0.000000e+00 
