# 1D hohlraum problem 2021/03/19 10:14:55
x 2.000000e-01
t 4.000000e-01
N 512
# theta phi I
2.400380e+00 1.140197e+00 0.000000e+00 
8.548102e-01 5.197301e+00 1.000000e+00 
2.294796e+00 3.103526e+00 0.000000e+00 
1.463617e+00 3.798838e+00 0.000000e+00 
2.882304e+00 6.872970e-01 0.000000e+00 
2.269027e+00 1.199815e+00 0.000000e+00 
1.977925e+00 4.089620e+00 0.000000e+00 
9.530011e-01 2.912378e+00 1.000000e+00 
1.481757e+00 5.000890e+00 0.000000e+00 
1.562659e+00 4.023230e+00 0.000000e+00 
2.523332e+00 6.133945e+00 0.000000e+00 
2.169454e+00 6.085053e+00 0.000000e+00 
1.887806e+00 3.130174e+00 0.000000e+00 
2.097580e+00 1.580765e+00 0.000000e+00 
1.937948e-01 4.309690e-01 1.000000e+00 
2.210903e+00 1.130376e+00 0.000000e+00 
1.675233e+00 4.616301e+00 0.000000e+00 
1.247018e+00 1.711304e+00 0.000000e+00 
2.618350e+00 4.013237e+00 0.000000e+00 
1.167666e+00 1.927450e+00 0.000000e+00 
2.194640e+00 3.708729e+00 0.000000e+00 
1.926315e+00 5.282957e-01 0.000000e+00 
3.865655e-01 4.258543e+00 1.000000e+00 
3.770771e-01 4.326990e+00 1.000000e+00 
1.137358e+00 1.013199e+00 0.000000e+00 
2.582950e+00 3.205489e+00 0.000000e+00 
1.639287e+00 2.966309e+00 0.000000e+00 
9.945207e-01 1.080525e+00 1.000000e+00 
1.709924e+00 8.835890e-01 0.000000e+00 
1.390898e+00 3.990753e+00 0.000000e+00 
1.697465e+00 1.929059e+00 0.000000e+00 
1.608243e+00 2.452813e+00 0.000000e+00 
1.645383e+00 2.450774e+00 0.000000e+00 
1.064231e+00 1.408976e+00 0.000000e+00 
1.394417e+00 1.052979e+00 0.000000e+00 
2.064194e+00 3.438543e-01 0.000000e+00 
2.420779e+00 5.223938e-01 0.000000e+00 
2.141453e+00 6.167353e+00 0.000000e+00 
1.830969e+00 3.532389e+00 0.000000e+00 
1.918210e+00 3.448185e+00 0.000000e+00 
2.210345e+00 6.283163e+00 0.000000e+00 
9.481674e-01 2.834047e+00 1.000000e+00 
1.403601e+00 3.748190e+00 0.000000e+00 
1.672178e+00 5.164895e+00 0.000000e+00 
2.425840e+00 5.444113e+00 0.000000e+00 
2.468835e+00 4.727494e+00 0.000000e+00 
1.346000e+00 1.629333e-01 0.000000e+00 
1.639877e-01 4.019809e+00 1.000000e+00 
1.716035e+00 5.872000e-01 0.000000e+00 
5.020592e-01 3.887138e+00 1.000000e+00 
9.839796e-01 4.662278e+00 1.000000e+00 
4.153925e-01 3.107779e+00 1.000000e+00 
2.265004e+00 2.226319e+00 0.000000e+00 
6.471288e-01 4.769277e-01 1.000000e+00 
1.599487e+00 4.712277e+00 0.000000e+00 
7.091799e-01 3.314867e+00 1.000000e+00 
2.800481e+00 5.693765e+00 0.000000e+00 
1.330717e+00 4.119075e+00 0.000000e+00 
1.085761e+00 3.184584e+00 0.000000e+00 
9.940586e-01 3.752541e+00 1.000000e+00 
7.558101e-01 3.532862e+00 1.000000e+00 
1.867009e+00 5.629986e+00 0.000000e+00 
1.629238e+00 4.706962e+00 0.000000e+00 
2.057237e+00 4.318168e+00 0.000000e+00 
2.058853e+00 1.480295e+00 0.000000e+00 
9.745593e-01 3.711062e+00 1.000000e+00 
1.876568e+00 3.421608e+00 0.000000e+00 
2.033976e+00 3.316808e+00 0.000000e+00 
4.467037e-01 1.647632e+00 1.000000e+00 
9.365093e-01 4.073348e+00 1.000000e+00 
2.920880e+00 4.458869e-03 0.000000e+00 
2.514970e+00 1.466740e+00 0.000000e+00 
2.455538e+00 5.455818e-02 0.000000e+00 
1.146158e+00 1.100507e-01 0.000000e+00 
1.857243e+00 2.397580e+00 0.000000e+00 
4.623206e-01 3.021834e+00 1.000000e+00 
1.396375e+00 1.093888e+00 0.000000e+00 
5.598035e-01 4.369398e+00 1.000000e+00 
1.468429e+00 2.966183e+00 0.000000e+00 
2.629391e+00 1.529326e+00 0.000000e+00 
1.312816e+00 5.212441e+00 0.000000e+00 
2.423539e+00 1.550316e+00 0.000000e+00 
2.275578e+00 4.888591e+00 0.000000e+00 
1.109626e+00 5.398355e+00 0.000000e+00 
1.895874e+00 4.437188e-01 0.000000e+00 
1.905505e+00 3.820712e+00 0.000000e+00 
1.775118e+00 2.921087e+00 0.000000e+00 
2.494794e+00 3.690646e+00 0.000000e+00 
2.673894e+00 9.934200e-01 0.000000e+00 
2.872621e+00 3.922231e+00 0.000000e+00 
1.625833e+00 3.075048e+00 0.000000e+00 
2.258531e+00 2.709143e+00 0.000000e+00 
5.269709e-01 2.520117e+00 1.000000e+00 
6.035490e-01 5.086608e+00 1.000000e+00 
9.054235e-01 6.180000e+00 1.000000e+00 
6.701440e-01 6.031017e+00 1.000000e+00 
2.733398e+00 2.648186e+00 0.000000e+00 
2.277218e+00 9.758629e-01 0.000000e+00 
1.775641e+00 2.610140e+00 0.000000e+00 
1.411110e+00 3.810312e-01 0.000000e+00 
4.450843e-01 1.350168e+00 1.000000e+00 
2.214144e+00 5.320152e+00 0.000000e+00 
1.850296e+00 5.644130e+00 0.000000e+00 
2.334779e+00 4.352375e-01 0.000000e+00 
6.252698e-01 1.847301e+00 1.000000e+00 
2.479632e+00 1.831566e+00 0.000000e+00 
2.198114e+00 1.698120e+00 0.000000e+00 
1.082290e+00 1.682066e+00 0.000000e+00 
4.604173e-01 7.206734e-01 1.000000e+00 
7.079886e-01 2.283522e+00 1.000000e+00 
2.742951e+00 3.595801e+00 0.000000e+00 
1.851820e+00 5.292023e+00 0.000000e+00 
1.252218e+00 4.297845e-01 0.000000e+00 
1.316257e+00 3.257417e+00 0.000000e+00 
1.861105e+00 5.687688e+00 0.000000e+00 
1.366886e+00 1.574116e+00 0.000000e+00 
2.238083e+00 4.503421e+00 0.000000e+00 
2.463694e+00 2.962419e+00 0.000000e+00 
2.834769e+00 5.039664e+00 0.000000e+00 
1.389847e+00 3.735032e+00 0.000000e+00 
2.262271e+00 5.733286e+00 0.000000e+00 
1.950129e+00 3.482831e+00 0.000000e+00 
1.476879e+00 3.046333e+00 0.000000e+00 
2.934314e+00 1.482023e-01 0.000000e+00 
1.029147e+00 1.863163e+00 1.000000e+00 
4.860851e-01 1.227069e+00 1.000000e+00 
8.764593e-01 3.495656e+00 1.000000e+00 
1.192238e+00 5.537162e+00 0.000000e+00 
1.653697e+00 3.696759e+00 0.000000e+00 
6.247609e-01 4.549182e+00 1.000000e+00 
4.169350e-01 5.106140e+00 1.000000e+00 
1.514748e+00 3.557936e+00 0.000000e+00 
1.196229e+00 6.514279e-01 0.000000e+00 
1.696452e+00 5.909076e+00 0.000000e+00 
1.994659e+00 4.926222e+00 0.000000e+00 
8.743143e-01 4.513080e+00 1.000000e+00 
1.834110e+00 1.371210e+00 0.000000e+00 
8.775558e-01 2.747797e+00 1.000000e+00 
2.251433e+00 1.645601e+00 0.000000e+00 
2.426086e+00 5.111787e+00 0.000000e+00 
1.291889e+00 4.353078e+00 0.000000e+00 
1.701615e+00 1.550294e+00 0.000000e+00 
1.495209e+00 1.774202e+00 0.000000e+00 
1.647869e+00 2.648342e+00 0.000000e+00 
3.211613e-01 3.306525e+00 1.000000e+00 
